valid_kst,city,model,run_utc,step_h,lead_day,var,fcst,obs,err
2026-08-14 18:00:00,광주,ECMWF,2026-08-13 12:00:00,21,0,tcc,98.0,,
2026-08-14 18:00:00,광주,GFS,2026-08-13 18:00:00,15,0,dswrf,285.0,,
2026-08-14 18:00:00,광주,GFS,2026-08-13 18:00:00,15,0,t2m,28.1,,
2026-08-14 18:00:00,광주,GFS,2026-08-13 18:00:00,15,0,tcc,82.0,,
2026-08-14 18:00:00,대구,ECMWF,2026-08-13 12:00:00,21,0,t2m,31.6,,
2026-08-14 18:00:00,대구,ECMWF,2026-08-13 12:00:00,21,0,tcc,98.0,,
2026-08-14 18:00:00,대구,GFS,2026-08-13 18:00:00,15,0,dswrf,72.0,,
2026-08-14 18:00:00,대구,GFS,2026-08-13 18:00:00,15,0,t2m,23.5,,
2026-08-14 18:00:00,대구,GFS,2026-08-13 18:00:00,15,0,tcc,100.0,,
2026-08-14 18:00:00,대전,ECMWF,2026-08-13 12:00:00,21,0,t2m,26.1,,
2026-08-14 18:00:00,대전,ECMWF,2026-08-13 12:00:00,21,0,tcc,100.0,,
2026-08-14 18:00:00,대전,GFS,2026-08-13 18:00:00,15,0,dswrf,398.0,,
2026-08-14 18:00:00,대전,GFS,2026-08-13 18:00:00,15,0,t2m,26.0,,
2026-08-14 18:00:00,대전,GFS,2026-08-13 18:00:00,15,0,tcc,100.0,,
2026-08-14 18:00:00,부산,ECMWF,2026-08-13 12:00:00,21,0,t2m,26.9,,
2026-08-14 18:00:00,부산,ECMWF,2026-08-13 12:00:00,21,0,tcc,20.0,,
2026-08-14 18:00:00,부산,GFS,2026-08-13 18:00:00,15,0,dswrf,402.0,,
2026-08-14 18:00:00,부산,GFS,2026-08-13 18:00:00,15,0,t2m,27.6,,
2026-08-14 18:00:00,부산,GFS,2026-08-13 18:00:00,15,0,tcc,100.0,,
2026-08-14 18:00:00,서울,ECMWF,2026-08-13 12:00:00,21,0,t2m,31.6,,
2026-08-14 18:00:00,서울,ECMWF,2026-08-13 12:00:00,21,0,tcc,71.0,,
2026-08-14 18:00:00,서울,GFS,2026-08-13 18:00:00,15,0,dswrf,279.0,,
2026-08-14 18:00:00,서울,GFS,2026-08-13 18:00:00,15,0,t2m,29.8,,
2026-08-14 18:00:00,서울,GFS,2026-08-13 18:00:00,15,0,tcc,100.0,,
2026-08-14 18:00:00,수원,ECMWF,2026-08-13 12:00:00,21,0,t2m,29.3,,
2026-08-14 18:00:00,수원,ECMWF,2026-08-13 12:00:00,21,0,tcc,27.0,,
2026-08-14 18:00:00,수원,GFS,2026-08-13 18:00:00,15,0,dswrf,230.0,,
2026-08-14 18:00:00,수원,GFS,2026-08-13 18:00:00,15,0,t2m,27.1,,
2026-08-14 18:00:00,수원,GFS,2026-08-13 18:00:00,15,0,tcc,100.0,,
2026-08-14 18:00:00,인천,ECMWF,2026-08-13 12:00:00,21,0,t2m,30.5,,
2026-08-14 18:00:00,인천,ECMWF,2026-08-13 12:00:00,21,0,tcc,73.0,,
2026-08-14 18:00:00,인천,GFS,2026-08-13 18:00:00,15,0,dswrf,254.0,,
2026-08-14 18:00:00,인천,GFS,2026-08-13 18:00:00,15,0,t2m,29.4,,
2026-08-14 18:00:00,인천,GFS,2026-08-13 18:00:00,15,0,tcc,77.0,,
2026-08-14 18:00:00,전주,ECMWF,2026-08-13 12:00:00,21,0,t2m,26.9,,
2026-08-14 18:00:00,전주,ECMWF,2026-08-13 12:00:00,21,0,tcc,98.0,,
2026-08-14 18:00:00,전주,GFS,2026-08-13 18:00:00,15,0,dswrf,89.0,,
2026-08-14 18:00:00,전주,GFS,2026-08-13 18:00:00,15,0,t2m,25.5,,
2026-08-14 18:00:00,전주,GFS,2026-08-13 18:00:00,15,0,tcc,100.0,,
2026-08-14 18:00:00,제주,ECMWF,2026-08-13 12:00:00,21,0,t2m,25.3,,
2026-08-14 18:00:00,제주,ECMWF,2026-08-13 12:00:00,21,0,tcc,38.0,,
2026-08-14 18:00:00,제주,GFS,2026-08-13 18:00:00,15,0,dswrf,189.0,,
2026-08-14 18:00:00,제주,GFS,2026-08-13 18:00:00,15,0,t2m,25.1,,
2026-08-14 18:00:00,제주,GFS,2026-08-13 18:00:00,15,0,tcc,100.0,,
2026-08-14 21:00:00,강릉,ECMWF,2026-08-13 12:00:00,24,1,t2m,23.8,,
2026-08-14 21:00:00,강릉,ECMWF,2026-08-13 12:00:00,24,1,tcc,93.0,,
2026-08-14 21:00:00,강릉,GFS,2026-08-13 18:00:00,18,0,dswrf,151.0,,
2026-08-14 21:00:00,강릉,GFS,2026-08-13 18:00:00,18,0,t2m,23.4,,
2026-08-14 21:00:00,강릉,GFS,2026-08-13 18:00:00,18,0,tcc,100.0,,
2026-08-14 21:00:00,광주,ECMWF,2026-08-13 12:00:00,24,1,t2m,25.9,,
2026-08-14 21:00:00,광주,ECMWF,2026-08-13 12:00:00,24,1,tcc,100.0,,
2026-08-14 21:00:00,광주,GFS,2026-08-13 18:00:00,18,0,dswrf,155.0,,
2026-08-14 21:00:00,광주,GFS,2026-08-13 18:00:00,18,0,t2m,22.8,,
2026-08-14 21:00:00,광주,GFS,2026-08-13 18:00:00,18,0,tcc,100.0,,
2026-08-14 21:00:00,대구,ECMWF,2026-08-13 12:00:00,24,1,t2m,26.0,,
2026-08-14 21:00:00,대구,ECMWF,2026-08-13 12:00:00,24,1,tcc,90.0,,
2026-08-14 21:00:00,대구,GFS,2026-08-13 18:00:00,18,0,dswrf,42.0,,
2026-08-14 21:00:00,대구,GFS,2026-08-13 18:00:00,18,0,t2m,21.9,,
2026-08-14 21:00:00,대구,GFS,2026-08-13 18:00:00,18,0,tcc,100.0,,
2026-08-14 21:00:00,대전,ECMWF,2026-08-13 12:00:00,24,1,t2m,24.3,,
2026-08-14 21:00:00,대전,ECMWF,2026-08-13 12:00:00,24,1,tcc,95.0,,
2026-08-14 21:00:00,대전,GFS,2026-08-13 18:00:00,18,0,dswrf,212.0,,
2026-08-14 21:00:00,대전,GFS,2026-08-13 18:00:00,18,0,t2m,22.9,,
2026-08-14 21:00:00,대전,GFS,2026-08-13 18:00:00,18,0,tcc,99.0,,
2026-08-14 21:00:00,부산,ECMWF,2026-08-13 12:00:00,24,1,t2m,27.4,,
2026-08-14 21:00:00,부산,ECMWF,2026-08-13 12:00:00,24,1,tcc,95.0,,
2026-08-14 21:00:00,부산,GFS,2026-08-13 18:00:00,18,0,dswrf,206.0,,
2026-08-14 21:00:00,부산,GFS,2026-08-13 18:00:00,18,0,t2m,27.3,,
2026-08-14 21:00:00,부산,GFS,2026-08-13 18:00:00,18,0,tcc,82.0,,
2026-08-14 21:00:00,서울,ECMWF,2026-08-13 12:00:00,24,1,t2m,29.3,,
2026-08-14 21:00:00,서울,ECMWF,2026-08-13 12:00:00,24,1,tcc,98.0,,
2026-08-14 21:00:00,서울,GFS,2026-08-13 18:00:00,18,0,dswrf,154.0,,
2026-08-14 21:00:00,서울,GFS,2026-08-13 18:00:00,18,0,t2m,26.4,,
2026-08-14 21:00:00,서울,GFS,2026-08-13 18:00:00,18,0,tcc,100.0,,
2026-08-14 21:00:00,수원,ECMWF,2026-08-13 12:00:00,24,1,t2m,27.3,,
2026-08-14 21:00:00,수원,ECMWF,2026-08-13 12:00:00,24,1,tcc,95.0,,
2026-08-14 21:00:00,수원,GFS,2026-08-13 18:00:00,18,0,dswrf,130.0,,
2026-08-14 21:00:00,수원,GFS,2026-08-13 18:00:00,18,0,t2m,25.2,,
2026-08-14 21:00:00,수원,GFS,2026-08-13 18:00:00,18,0,tcc,100.0,,
2026-08-14 21:00:00,인천,ECMWF,2026-08-13 12:00:00,24,1,t2m,28.0,,
2026-08-14 21:00:00,인천,ECMWF,2026-08-13 12:00:00,24,1,tcc,100.0,,
2026-08-14 21:00:00,인천,GFS,2026-08-13 18:00:00,18,0,dswrf,143.0,,
2026-08-14 21:00:00,인천,GFS,2026-08-13 18:00:00,18,0,t2m,27.0,,
2026-08-14 21:00:00,인천,GFS,2026-08-13 18:00:00,18,0,tcc,100.0,,
2026-08-14 21:00:00,전주,ECMWF,2026-08-13 12:00:00,24,1,t2m,26.0,,
2026-08-14 21:00:00,전주,ECMWF,2026-08-13 12:00:00,24,1,tcc,100.0,,
2026-08-14 21:00:00,전주,GFS,2026-08-13 18:00:00,18,0,dswrf,51.0,,
2026-08-14 21:00:00,전주,GFS,2026-08-13 18:00:00,18,0,t2m,23.7,,
2026-08-14 21:00:00,전주,GFS,2026-08-13 18:00:00,18,0,tcc,100.0,,
2026-08-14 21:00:00,제주,ECMWF,2026-08-13 12:00:00,24,1,t2m,24.5,,
2026-08-14 21:00:00,제주,ECMWF,2026-08-13 12:00:00,24,1,tcc,99.0,,
2026-08-14 21:00:00,제주,GFS,2026-08-13 18:00:00,18,0,dswrf,105.0,,
2026-08-14 21:00:00,제주,GFS,2026-08-13 18:00:00,18,0,t2m,24.5,,
2026-08-14 21:00:00,제주,GFS,2026-08-13 18:00:00,18,0,tcc,100.0,,
