issue_utc,lead_min,method,mae,rmse,n_px
2026-01-01 01:00:00,30,M0,9.262435913085938,18.074310302734375,202500
2026-01-01 01:00:00,30,M1,7.770460605621338,14.421133041381836,202500
2026-01-01 01:00:00,60,M0,10.908092498779297,20.672334671020508,202500
2026-01-01 01:00:00,60,M1,9.802420616149902,17.187129974365234,202500
2026-01-01 01:00:00,120,M0,13.849340438842773,25.284000396728516,202500
2026-01-01 01:00:00,120,M1,11.908544540405273,19.910085678100586,202500
2026-01-01 01:00:00,180,M0,15.566381454467773,27.86287498474121,202500
2026-01-01 01:00:00,180,M1,13.119243621826172,21.05340576171875,202500
2026-01-01 01:00:00,240,M0,16.771316528320312,29.432384490966797,202500
2026-01-01 01:00:00,240,M1,14.41041088104248,22.265634536743164,202500
2026-01-01 01:00:00,300,M0,18.039369583129883,31.44570541381836,202500
2026-01-01 01:00:00,300,M1,15.355005264282227,23.534408569335938,202500
2026-01-01 01:00:00,360,M0,20.858932495117188,35.12094497680664,202500
2026-01-01 01:00:00,360,M1,18.257755279541016,27.586362838745117,202500
2026-01-01 02:00:00,30,M0,8.38924789428711,16.71965789794922,202500
2026-01-01 02:00:00,30,M1,7.018927574157715,13.52735710144043,202500
2026-01-01 02:00:00,30,M4,6.587035655975342,12.031537055969238,202500
2026-01-01 02:00:00,60,M0,10.122440338134766,19.812580108642578,202500
2026-01-01 02:00:00,60,M1,8.584650993347168,15.721959114074707,202500
2026-01-01 02:00:00,60,M4,7.939157009124756,14.078375816345215,202500
2026-01-01 02:00:00,120,M0,12.654656410217285,23.92598533630371,202500
2026-01-01 02:00:00,120,M1,10.70400333404541,18.642316818237305,202500
2026-01-01 02:00:00,120,M4,9.863263130187988,16.92156410217285,202500
2026-01-01 02:00:00,180,M0,14.411354064941406,26.461044311523438,202500
2026-01-01 02:00:00,180,M1,12.829498291015625,21.402923583984375,202500
2026-01-01 02:00:00,180,M4,11.379280090332031,19.9709529876709,202500
2026-01-01 02:00:00,240,M0,15.865373611450195,28.828710556030273,202500
2026-01-01 02:00:00,240,M1,14.603543281555176,23.719083786010742,202500
2026-01-01 02:00:00,240,M4,13.121505737304688,22.611797332763672,202500
2026-01-01 02:00:00,300,M0,19.489334106445312,33.78681945800781,202500
2026-01-01 02:00:00,300,M1,18.343971252441406,29.1408634185791,202500
2026-01-01 02:00:00,300,M4,17.1840877532959,29.367942810058594,202500
2026-01-01 02:00:00,360,M0,27.998432159423828,43.03896713256836,202500
2026-01-01 02:00:00,360,M1,26.473796844482422,38.96392059326172,202500
2026-01-01 02:00:00,360,M4,26.231542587280273,39.737762451171875,202500
2026-01-01 03:00:00,30,M0,7.611401081085205,15.225486755371094,202500
2026-01-01 03:00:00,30,M1,6.284730911254883,12.011823654174805,202500
2026-01-01 03:00:00,30,M4,6.017401695251465,10.851576805114746,202500
2026-01-01 03:00:00,60,M0,9.482478141784668,18.707521438598633,202500
2026-01-01 03:00:00,60,M1,8.14753246307373,15.072737693786621,202500
2026-01-01 03:00:00,60,M4,7.679275989532471,13.754920959472656,202500
2026-01-01 03:00:00,120,M0,11.975553512573242,22.899934768676758,202500
2026-01-01 03:00:00,120,M1,10.831503868103027,19.0743465423584,202500
2026-01-01 03:00:00,120,M4,10.209002494812012,17.714303970336914,202500
2026-01-01 03:00:00,180,M0,13.687881469726562,25.875083923339844,202500
2026-01-01 03:00:00,180,M1,12.618917465209961,21.83135414123535,202500
2026-01-01 03:00:00,180,M4,11.557491302490234,20.684165954589844,202500
2026-01-01 03:00:00,240,M0,17.739351272583008,31.621055603027344,202500
2026-01-01 03:00:00,240,M1,16.656362533569336,27.75056266784668,202500
2026-01-01 03:00:00,240,M4,15.838004112243652,27.245195388793945,202500
2026-01-01 03:00:00,300,M0,26.52495765686035,41.61458969116211,202500
2026-01-01 03:00:00,300,M1,25.550100326538086,38.70894241333008,202500
2026-01-01 03:00:00,300,M4,24.05777359008789,38.120330810546875,202500
2026-01-01 03:00:00,360,M0,17.37788200378418,30.738948822021484,202500
2026-01-01 03:00:00,360,M1,17.623188018798828,27.519332885742188,202500
2026-01-01 03:00:00,360,M4,15.930235862731934,26.58492660522461,202500
2026-01-01 04:00:00,30,M0,7.701492786407471,15.433194160461426,202500
2026-01-01 04:00:00,30,M1,6.574434757232666,12.714146614074707,202500
2026-01-01 04:00:00,30,M4,6.203319549560547,11.205205917358398,202500
2026-01-01 04:00:00,60,M0,9.57158374786377,18.959932327270508,202500
2026-01-01 04:00:00,60,M1,8.684704780578613,16.171348571777344,202500
2026-01-01 04:00:00,60,M4,7.982494831085205,14.319772720336914,202500
2026-01-01 04:00:00,120,M0,11.784998893737793,22.928565979003906,202500
2026-01-01 04:00:00,120,M1,10.70661735534668,19.252485275268555,202500
2026-01-01 04:00:00,120,M4,10.173124313354492,17.90122413635254,202500
2026-01-01 04:00:00,180,M0,15.916667938232422,29.19648551940918,202500
2026-01-01 04:00:00,180,M1,14.84933090209961,25.81322479248047,202500
2026-01-01 04:00:00,180,M4,13.942570686340332,25.07293128967285,202500
2026-01-01 04:00:00,240,M0,24.884723663330078,40.0605354309082,202500
2026-01-01 04:00:00,240,M1,23.779390335083008,37.410430908203125,202500
2026-01-01 04:00:00,240,M4,22.85349464416504,36.804176330566406,202500
2026-01-01 04:00:00,300,M0,16.084341049194336,29.044551849365234,202500
2026-01-01 04:00:00,300,M1,15.972004890441895,25.939117431640625,202500
2026-01-01 04:00:00,300,M4,14.530903816223145,25.25216293334961,202500
2026-01-01 04:00:00,360,M0,17.917829513549805,31.728429794311523,202500
2026-01-01 04:00:00,360,M1,18.32810401916504,28.88982582092285,202500
2026-01-01 04:00:00,360,M4,17.162717819213867,28.673473358154297,202500
2026-01-01 05:00:00,30,M0,7.974318504333496,16.107534408569336,202500
2026-01-01 05:00:00,30,M1,6.701065540313721,13.091547966003418,202500
2026-01-01 05:00:00,30,M4,6.379432201385498,11.69782543182373,202500
2026-01-01 05:00:00,60,M0,9.497824668884277,19.036584854125977,202500
2026-01-01 05:00:00,60,M1,8.261092185974121,15.405295372009277,202500
2026-01-01 05:00:00,60,M4,7.698683738708496,13.831056594848633,202500
2026-01-01 05:00:00,120,M0,13.665745735168457,25.977645874023438,202500
2026-01-01 05:00:00,120,M1,12.088129997253418,21.81468963623047,202500
2026-01-01 05:00:00,120,M4,11.405486106872559,20.344072341918945,202500
2026-01-01 05:00:00,180,M0,23.298805236816406,38.46990966796875,202500
2026-01-01 05:00:00,180,M1,21.86140251159668,35.666263580322266,202500
2026-01-01 05:00:00,180,M4,21.136703491210938,35.34440612792969,202500
2026-01-01 05:00:00,240,M0,14.918318748474121,27.41806411743164,202500
2026-01-01 05:00:00,240,M1,13.950819969177246,23.030969619750977,202500
2026-01-01 05:00:00,240,M4,13.23279094696045,22.845632553100586,202500
2026-01-01 05:00:00,300,M0,16.91435432434082,30.516786575317383,202500
2026-01-01 05:00:00,300,M1,16.644798278808594,26.607295989990234,202500
2026-01-01 05:00:00,300,M4,15.414633750915527,26.638696670532227,202500
2026-01-01 05:00:00,360,M0,17.69708824157715,31.642837524414062,202500
2026-01-01 05:00:00,360,M1,18.367277145385742,28.66985511779785,202500
2026-01-01 05:00:00,360,M4,17.110332489013672,28.621217727661133,202500
2026-01-01 06:00:00,30,M0,8.419143676757812,17.236780166625977,202500
2026-01-01 06:00:00,30,M1,7.247997760772705,14.644865036010742,202500
2026-01-01 06:00:00,30,M4,6.908848762512207,13.342329978942871,202500
2026-01-01 06:00:00,60,M0,11.225471496582031,22.327430725097656,202500
2026-01-01 06:00:00,60,M1,10.242059707641602,19.67146110534668,202500
2026-01-01 06:00:00,60,M4,9.894962310791016,18.917537689208984,202500
2026-01-01 06:00:00,120,M0,22.325664520263672,37.770530700683594,202500
2026-01-01 06:00:00,120,M1,21.13799285888672,35.458248138427734,202500
2026-01-01 06:00:00,120,M4,20.43294906616211,34.650997161865234,202500
2026-01-01 06:00:00,180,M0,14.187084197998047,26.82333755493164,202500
2026-01-01 06:00:00,180,M1,13.334199905395508,22.83196449279785,202500
2026-01-01 06:00:00,180,M4,12.376625061035156,22.1560115814209,202500
2026-01-01 06:00:00,240,M0,16.246829986572266,29.972829818725586,202500
2026-01-01 06:00:00,240,M1,16.404129028320312,26.857421875,202500
2026-01-01 06:00:00,240,M4,15.002612113952637,25.758684158325195,202500
2026-01-01 06:00:00,300,M0,17.14143180847168,31.295042037963867,202500
2026-01-01 06:00:00,300,M1,18.611404418945312,29.345800399780273,202500
2026-01-01 06:00:00,300,M4,16.243371963500977,27.95098876953125,202500
2026-01-01 06:00:00,360,M0,18.020654678344727,32.49991989135742,202500
2026-01-01 06:00:00,360,M1,20.391191482543945,30.898828506469727,202500
2026-01-01 06:00:00,360,M4,17.79800796508789,29.51373291015625,202500
