issue_utc,lead_min,method,scale,fss
2026-04-01 05:00:00,30,M0,1,0.9098660349845886
2026-04-01 05:00:00,30,M0,3,0.9478193521499634
2026-04-01 05:00:00,30,M0,9,0.9765365123748779
2026-04-01 05:00:00,30,M0,21,0.9894643425941467
2026-04-01 05:00:00,30,M0,51,0.9958553314208984
2026-04-01 05:00:00,30,M1,1,0.9252848625183105
2026-04-01 05:00:00,30,M1,3,0.9577772617340088
2026-04-01 05:00:00,30,M1,9,0.9824467897415161
2026-04-01 05:00:00,30,M1,21,0.9928035736083984
2026-04-01 05:00:00,30,M1,51,0.9973596334457397
2026-04-01 05:00:00,30,M4,1,0.9322253465652466
2026-04-01 05:00:00,30,M4,3,0.9615227580070496
2026-04-01 05:00:00,30,M4,9,0.9839493632316589
2026-04-01 05:00:00,30,M4,21,0.9937756061553955
2026-04-01 05:00:00,30,M4,51,0.9981299042701721
2026-04-01 05:00:00,60,M0,1,0.875787079334259
2026-04-01 05:00:00,60,M0,3,0.9148820638656616
2026-04-01 05:00:00,60,M0,9,0.9494941830635071
2026-04-01 05:00:00,60,M0,21,0.9716446399688721
2026-04-01 05:00:00,60,M0,51,0.987949550151825
2026-04-01 05:00:00,60,M1,1,0.8931689858436584
2026-04-01 05:00:00,60,M1,3,0.9248223304748535
2026-04-01 05:00:00,60,M1,9,0.9589181542396545
2026-04-01 05:00:00,60,M1,21,0.9804478883743286
2026-04-01 05:00:00,60,M1,51,0.9925249814987183
2026-04-01 05:00:00,60,M4,1,0.9059925675392151
2026-04-01 05:00:00,60,M4,3,0.934820830821991
2026-04-01 05:00:00,60,M4,9,0.9621368050575256
2026-04-01 05:00:00,60,M4,21,0.9800593256950378
2026-04-01 05:00:00,60,M4,51,0.9929620027542114
2026-04-01 05:00:00,120,M0,1,0.8302451372146606
2026-04-01 05:00:00,120,M0,3,0.87016761302948
2026-04-01 05:00:00,120,M0,9,0.9103755950927734
2026-04-01 05:00:00,120,M0,21,0.9411140084266663
2026-04-01 05:00:00,120,M0,51,0.969693124294281
2026-04-01 05:00:00,120,M1,1,0.8703007698059082
2026-04-01 05:00:00,120,M1,3,0.8994341492652893
2026-04-01 05:00:00,120,M1,9,0.93399977684021
2026-04-01 05:00:00,120,M1,21,0.9622325897216797
2026-04-01 05:00:00,120,M1,51,0.9822207689285278
2026-04-01 05:00:00,120,M4,1,0.8725964426994324
2026-04-01 05:00:00,120,M4,3,0.9003331661224365
2026-04-01 05:00:00,120,M4,9,0.93017578125
2026-04-01 05:00:00,120,M4,21,0.9545305967330933
