model,run_utc,valid_kst,step_h,city,rep,t2m_C,tcc_pct,lcc_pct,mcc_pct,hcc_pct,dswrf_avg_Wm2
ECMWF,2026-08-29 12:00,2026-08-29 21:00,0,서울,1,25.6,96.0,,,,
ECMWF,2026-08-29 12:00,2026-08-30 00:00,3,서울,1,24.1,34.0,,,,
ECMWF,2026-08-29 12:00,2026-08-30 03:00,6,서울,1,23.3,46.0,,,,
ECMWF,2026-08-29 12:00,2026-08-30 06:00,9,서울,1,22.8,99.0,,,,
ECMWF,2026-08-29 12:00,2026-08-30 09:00,12,서울,1,24.5,100.0,,,,
ECMWF,2026-08-29 12:00,2026-08-30 12:00,15,서울,1,26.2,100.0,,,,
ECMWF,2026-08-29 12:00,2026-08-30 15:00,18,서울,1,27.3,100.0,,,,
ECMWF,2026-08-29 12:00,2026-08-30 18:00,21,서울,1,26.5,100.0,,,,
ECMWF,2026-08-29 12:00,2026-08-30 21:00,24,서울,1,25.2,100.0,,,,
ECMWF,2026-08-29 12:00,2026-08-31 00:00,27,서울,1,24.4,98.0,,,,
ECMWF,2026-08-29 12:00,2026-08-31 03:00,30,서울,1,23.6,100.0,,,,
ECMWF,2026-08-29 12:00,2026-08-31 06:00,33,서울,1,21.8,100.0,,,,
ECMWF,2026-08-29 12:00,2026-08-31 09:00,36,서울,1,21.1,100.0,,,,
ECMWF,2026-08-29 12:00,2026-08-31 12:00,39,서울,1,21.8,100.0,,,,
ECMWF,2026-08-29 12:00,2026-08-31 15:00,42,서울,1,23.3,99.0,,,,
ECMWF,2026-08-29 12:00,2026-08-31 18:00,45,서울,1,22.6,100.0,,,,
ECMWF,2026-08-29 12:00,2026-08-31 21:00,48,서울,1,22.5,100.0,,,,
ECMWF,2026-08-29 12:00,2026-09-01 00:00,51,서울,1,22.4,100.0,,,,
ECMWF,2026-08-29 12:00,2026-09-01 03:00,54,서울,1,22.4,100.0,,,,
ECMWF,2026-08-29 12:00,2026-09-01 06:00,57,서울,1,22.5,98.0,,,,
ECMWF,2026-08-29 12:00,2026-09-01 09:00,60,서울,1,23.3,99.0,,,,
ECMWF,2026-08-29 12:00,2026-09-01 12:00,63,서울,1,25.7,100.0,,,,
ECMWF,2026-08-29 12:00,2026-09-01 15:00,66,서울,1,26.9,99.0,,,,
ECMWF,2026-08-29 12:00,2026-09-01 18:00,69,서울,1,25.9,100.0,,,,
ECMWF,2026-08-29 12:00,2026-09-01 21:00,72,서울,1,24.0,100.0,,,,
ECMWF,2026-08-29 12:00,2026-09-02 00:00,75,서울,1,23.2,100.0,,,,
ECMWF,2026-08-29 12:00,2026-09-02 03:00,78,서울,1,22.8,100.0,,,,
ECMWF,2026-08-29 12:00,2026-09-02 06:00,81,서울,1,22.6,99.0,,,,
ECMWF,2026-08-29 12:00,2026-09-02 09:00,84,서울,1,24.7,100.0,,,,
ECMWF,2026-08-29 12:00,2026-09-02 12:00,87,서울,1,26.5,99.0,,,,
ECMWF,2026-08-29 12:00,2026-09-02 15:00,90,서울,1,28.8,95.0,,,,
ECMWF,2026-08-29 12:00,2026-09-02 18:00,93,서울,1,26.5,100.0,,,,
ECMWF,2026-08-29 12:00,2026-09-02 21:00,96,서울,1,23.4,98.0,,,,
ECMWF,2026-08-29 12:00,2026-09-03 00:00,99,서울,1,21.7,95.0,,,,
ECMWF,2026-08-29 12:00,2026-09-03 03:00,102,서울,1,20.6,98.0,,,,
ECMWF,2026-08-29 12:00,2026-09-03 06:00,105,서울,1,19.4,100.0,,,,
ECMWF,2026-08-29 12:00,2026-09-03 09:00,108,서울,1,22.8,29.0,,,,
ECMWF,2026-08-29 12:00,2026-09-03 12:00,111,서울,1,27.2,0.0,,,,
ECMWF,2026-08-29 12:00,2026-09-03 15:00,114,서울,1,29.0,0.0,,,,
ECMWF,2026-08-29 12:00,2026-09-03 18:00,117,서울,1,27.8,0.0,,,,
ECMWF,2026-08-29 12:00,2026-09-03 21:00,120,서울,1,24.0,0.0,,,,
ECMWF,2026-08-29 12:00,2026-09-04 00:00,123,서울,1,21.8,0.0,,,,
ECMWF,2026-08-29 12:00,2026-09-04 03:00,126,서울,1,20.9,8.0,,,,
ECMWF,2026-08-29 12:00,2026-09-04 06:00,129,서울,1,20.5,19.0,,,,
ECMWF,2026-08-29 12:00,2026-09-04 09:00,132,서울,1,23.7,26.0,,,,
ECMWF,2026-08-29 12:00,2026-09-04 12:00,135,서울,1,27.5,0.0,,,,
ECMWF,2026-08-29 12:00,2026-09-04 15:00,138,서울,1,28.5,49.0,,,,
ECMWF,2026-08-29 12:00,2026-09-04 18:00,141,서울,1,25.0,0.0,,,,
ECMWF,2026-08-29 12:00,2026-09-04 21:00,144,서울,1,21.6,0.0,,,,
ECMWF,2026-08-29 12:00,2026-09-05 03:00,150,서울,1,18.8,1.0,,,,
ECMWF,2026-08-29 12:00,2026-09-05 09:00,156,서울,1,22.3,1.0,,,,
ECMWF,2026-08-29 12:00,2026-09-05 15:00,162,서울,1,27.2,13.0,,,,
