model,run_utc,valid_kst,step_h,city,rep,t2m_C,tcc_pct,lcc_pct,mcc_pct,hcc_pct,dswrf_avg_Wm2
ECMWF,2026-08-28 12:00,2026-08-28 21:00,0,서울,1,25.5,84.0,,,,
ECMWF,2026-08-28 12:00,2026-08-29 00:00,3,서울,1,25.1,99.0,,,,
ECMWF,2026-08-28 12:00,2026-08-29 03:00,6,서울,1,24.3,99.0,,,,
ECMWF,2026-08-28 12:00,2026-08-29 06:00,9,서울,1,24.0,100.0,,,,
ECMWF,2026-08-28 12:00,2026-08-29 09:00,12,서울,1,26.2,71.0,,,,
ECMWF,2026-08-28 12:00,2026-08-29 12:00,15,서울,1,28.8,59.0,,,,
ECMWF,2026-08-28 12:00,2026-08-29 15:00,18,서울,1,29.7,9.0,,,,
ECMWF,2026-08-28 12:00,2026-08-29 18:00,21,서울,1,27.7,20.0,,,,
ECMWF,2026-08-28 12:00,2026-08-29 21:00,24,서울,1,25.0,20.0,,,,
ECMWF,2026-08-28 12:00,2026-08-30 00:00,27,서울,1,23.8,88.0,,,,
ECMWF,2026-08-28 12:00,2026-08-30 03:00,30,서울,1,23.3,100.0,,,,
ECMWF,2026-08-28 12:00,2026-08-30 06:00,33,서울,1,22.8,100.0,,,,
ECMWF,2026-08-28 12:00,2026-08-30 09:00,36,서울,1,23.8,100.0,,,,
ECMWF,2026-08-28 12:00,2026-08-30 12:00,39,서울,1,25.6,98.0,,,,
ECMWF,2026-08-28 12:00,2026-08-30 15:00,42,서울,1,26.0,100.0,,,,
ECMWF,2026-08-28 12:00,2026-08-30 18:00,45,서울,1,25.4,100.0,,,,
ECMWF,2026-08-28 12:00,2026-08-30 21:00,48,서울,1,24.4,77.0,,,,
ECMWF,2026-08-28 12:00,2026-08-31 00:00,51,서울,1,23.9,100.0,,,,
ECMWF,2026-08-28 12:00,2026-08-31 03:00,54,서울,1,23.1,100.0,,,,
ECMWF,2026-08-28 12:00,2026-08-31 06:00,57,서울,1,22.6,100.0,,,,
ECMWF,2026-08-28 12:00,2026-08-31 09:00,60,서울,1,22.8,100.0,,,,
ECMWF,2026-08-28 12:00,2026-08-31 12:00,63,서울,1,23.2,100.0,,,,
ECMWF,2026-08-28 12:00,2026-08-31 15:00,66,서울,1,24.6,100.0,,,,
ECMWF,2026-08-28 12:00,2026-08-31 18:00,69,서울,1,24.6,100.0,,,,
ECMWF,2026-08-28 12:00,2026-08-31 21:00,72,서울,1,23.2,97.0,,,,
ECMWF,2026-08-28 12:00,2026-09-01 00:00,75,서울,1,22.7,100.0,,,,
ECMWF,2026-08-28 12:00,2026-09-01 03:00,78,서울,1,22.6,100.0,,,,
ECMWF,2026-08-28 12:00,2026-09-01 06:00,81,서울,1,21.9,100.0,,,,
ECMWF,2026-08-28 12:00,2026-09-01 09:00,84,서울,1,22.3,100.0,,,,
ECMWF,2026-08-28 12:00,2026-09-01 12:00,87,서울,1,27.5,100.0,,,,
