model,run_utc,valid_kst,step_h,city,rep,t2m_C,tcc_pct,lcc_pct,mcc_pct,hcc_pct,dswrf_avg_Wm2
ECMWF,2026-08-20 00:00,2026-08-20 09:00,0,서울,1,26.9,96.0,,,,
ECMWF,2026-08-20 00:00,2026-08-20 12:00,3,서울,1,30.6,100.0,,,,
ECMWF,2026-08-20 00:00,2026-08-20 15:00,6,서울,1,25.6,86.0,,,,
ECMWF,2026-08-20 00:00,2026-08-20 18:00,9,서울,1,28.0,55.0,,,,
ECMWF,2026-08-20 00:00,2026-08-20 21:00,12,서울,1,25.9,98.0,,,,
ECMWF,2026-08-20 00:00,2026-08-21 00:00,15,서울,1,25.0,26.0,,,,
ECMWF,2026-08-20 00:00,2026-08-21 03:00,18,서울,1,24.6,30.0,,,,
ECMWF,2026-08-20 00:00,2026-08-21 06:00,21,서울,1,24.2,100.0,,,,
ECMWF,2026-08-20 00:00,2026-08-21 09:00,24,서울,1,24.7,100.0,,,,
ECMWF,2026-08-20 00:00,2026-08-21 12:00,27,서울,1,26.1,100.0,,,,
ECMWF,2026-08-20 00:00,2026-08-21 15:00,30,서울,1,26.8,98.0,,,,
ECMWF,2026-08-20 00:00,2026-08-21 18:00,33,서울,1,25.0,100.0,,,,
ECMWF,2026-08-20 00:00,2026-08-21 21:00,36,서울,1,24.7,97.0,,,,
ECMWF,2026-08-20 00:00,2026-08-22 00:00,39,서울,1,24.6,100.0,,,,
ECMWF,2026-08-20 00:00,2026-08-22 03:00,42,서울,1,24.4,100.0,,,,
ECMWF,2026-08-20 00:00,2026-08-22 06:00,45,서울,1,24.0,100.0,,,,
ECMWF,2026-08-20 00:00,2026-08-22 09:00,48,서울,1,24.9,100.0,,,,
ECMWF,2026-08-20 00:00,2026-08-22 12:00,51,서울,1,27.4,100.0,,,,
ECMWF,2026-08-20 00:00,2026-08-22 15:00,54,서울,1,29.1,99.0,,,,
ECMWF,2026-08-20 00:00,2026-08-22 18:00,57,서울,1,28.5,100.0,,,,
ECMWF,2026-08-20 00:00,2026-08-22 21:00,60,서울,1,25.8,100.0,,,,
