TM,STN,TA,WS,HM,CA_TOT,SS,SI
2024-07-01 00:00:00,105,21.7,0.5,91.0,8.0,,
2024-07-01 00:00:00,108,22.8,1.6,87.0,8.0,,
2024-07-01 00:00:00,112,22.0,1.3,93.0,8.0,,
2024-07-01 00:00:00,119,21.1,0.7,94.0,8.0,,
2024-07-01 00:00:00,133,22.4,0.6,94.0,8.0,,
2024-07-01 00:00:00,143,25.3,0.1,88.0,9.0,,
2024-07-01 00:00:00,146,23.5,0.8,91.0,10.0,,
2024-07-01 00:00:00,156,23.3,1.7,99.0,9.0,,
2024-07-01 00:00:00,159,21.6,1.5,96.0,10.0,,
2024-07-01 00:00:00,184,25.5,5.0,85.0,10.0,,
2024-07-01 01:00:00,105,21.6,0.7,92.0,8.0,,
2024-07-01 01:00:00,108,22.5,2.6,88.0,1.0,,
2024-07-01 01:00:00,112,21.7,1.4,94.0,2.0,,
2024-07-01 01:00:00,119,21.3,1.6,94.0,0.0,,
2024-07-01 01:00:00,133,22.1,1.1,95.0,7.0,,
2024-07-01 01:00:00,143,25.0,1.3,88.0,7.0,,
2024-07-01 01:00:00,146,23.3,1.0,93.0,10.0,,
2024-07-01 01:00:00,156,23.2,1.5,99.0,10.0,,
2024-07-01 01:00:00,159,21.9,4.1,96.0,10.0,,
2024-07-01 01:00:00,184,25.3,2.6,85.0,10.0,,
2024-07-01 02:00:00,105,21.3,1.6,93.0,4.0,,
2024-07-01 02:00:00,108,22.4,1.2,89.0,0.0,,
2024-07-01 02:00:00,112,21.3,1.8,94.0,0.0,,
2024-07-01 02:00:00,119,21.0,0.1,94.0,0.0,,
2024-07-01 02:00:00,133,22.1,0.6,94.0,6.0,,
2024-07-01 02:00:00,143,24.6,1.3,90.0,7.0,,
2024-07-01 02:00:00,146,23.2,0.7,92.0,10.0,,
2024-07-01 02:00:00,156,23.1,1.3,99.0,10.0,,
2024-07-01 02:00:00,159,22.2,3.4,96.0,9.0,,
2024-07-01 02:00:00,184,25.1,2.7,86.0,10.0,,
2024-07-01 03:00:00,105,21.1,0.4,93.0,1.0,,
2024-07-01 03:00:00,108,22.4,1.9,89.0,8.0,,
2024-07-01 03:00:00,112,21.3,2.0,94.0,4.0,,
2024-07-01 03:00:00,119,20.7,0.8,95.0,3.0,,
2024-07-01 03:00:00,133,21.6,0.5,96.0,7.0,,
2024-07-01 03:00:00,143,24.8,1.4,89.0,8.0,,
2024-07-01 03:00:00,146,23.0,0.2,92.0,10.0,,
2024-07-01 03:00:00,156,22.8,1.6,99.0,10.0,,
2024-07-01 03:00:00,159,22.2,4.9,96.0,10.0,,
2024-07-01 03:00:00,184,24.7,3.5,88.0,10.0,,
2024-07-01 04:00:00,105,22.8,2.0,84.0,0.0,,
2024-07-01 04:00:00,108,22.3,1.7,88.0,9.0,,
2024-07-01 04:00:00,112,21.5,2.0,94.0,8.0,,
2024-07-01 04:00:00,119,20.8,0.4,96.0,6.0,,
2024-07-01 04:00:00,133,21.8,0.0,96.0,8.0,,
2024-07-01 04:00:00,143,24.6,1.4,90.0,6.0,,
2024-07-01 04:00:00,146,22.8,0.7,94.0,10.0,,
2024-07-01 04:00:00,156,22.7,1.1,99.0,10.0,,
2024-07-01 04:00:00,159,22.6,3.4,96.0,10.0,,
2024-07-01 04:00:00,184,25.0,3.3,85.0,10.0,,
2024-07-01 05:00:00,105,24.0,1.5,75.0,0.0,,
2024-07-01 05:00:00,108,22.1,2.0,86.0,9.0,,
2024-07-01 05:00:00,112,21.7,1.0,94.0,9.0,,
2024-07-01 05:00:00,119,21.1,0.9,94.0,8.0,,
2024-07-01 05:00:00,133,21.6,1.6,95.0,9.0,,
2024-07-01 05:00:00,143,24.5,2.0,90.0,5.0,,
2024-07-01 05:00:00,146,22.8,0.1,93.0,10.0,,
2024-07-01 05:00:00,156,22.7,1.0,99.0,9.0,,
2024-07-01 05:00:00,159,22.8,4.3,96.0,9.0,,
2024-07-01 05:00:00,184,24.7,3.8,81.0,8.0,,
2024-07-01 06:00:00,105,24.8,1.6,72.0,0.0,0.3,0.09
2024-07-01 06:00:00,108,22.0,1.0,85.0,9.0,0.0,0.01
2024-07-01 06:00:00,112,21.5,1.2,94.0,6.0,0.0,0.03
2024-07-01 06:00:00,119,21.0,0.8,94.0,8.0,0.0,0.03
2024-07-01 06:00:00,133,21.6,2.0,95.0,9.0,0.0,0.02
2024-07-01 06:00:00,143,24.6,2.5,84.0,5.0,0.0,0.04
2024-07-01 06:00:00,146,22.9,1.3,94.0,10.0,0.0,0.01
2024-07-01 06:00:00,156,22.4,0.0,99.0,9.0,0.0,0.09
2024-07-01 06:00:00,159,22.7,3.1,96.0,8.0,0.0,0.04
