TM,STN,TA,WS,HM,CA_TOT,SS,SI
2021-05-01 06:00:00,156,9.2,0.3,99.0,10.0,0.0,0.06
2021-05-01 06:00:00,159,10.5,1.6,95.0,10.0,0.0,0.0
2021-05-01 06:00:00,184,12.3,0.9,90.0,7.0,0.0,0.0
2021-05-01 07:00:00,105,10.1,1.2,87.0,10.0,0.0,0.05
2021-05-01 07:00:00,108,9.8,2.4,90.0,10.0,0.0,0.11
2021-05-01 07:00:00,112,9.8,2.7,84.0,10.0,0.0,0.06
2021-05-01 07:00:00,119,9.3,0.5,100.0,10.0,0.0,0.02
2021-05-01 07:00:00,133,10.0,0.5,89.0,10.0,0.0,0.08
2021-05-01 07:00:00,143,9.8,2.3,100.0,8.0,0.0,0.15
2021-05-01 07:00:00,146,9.4,0.4,91.0,10.0,0.0,0.03
2021-05-01 07:00:00,156,9.4,0.8,97.0,10.0,0.0,0.09
2021-05-01 07:00:00,159,10.9,3.9,94.0,10.0,0.0,0.07
2021-05-01 07:00:00,184,13.5,2.4,89.0,8.0,0.0,0.13
2021-05-01 08:00:00,105,10.5,1.6,89.0,10.0,0.0,0.09
2021-05-01 08:00:00,108,10.4,1.6,89.0,10.0,0.0,0.39
2021-05-01 08:00:00,112,10.1,3.2,80.0,8.0,0.0,0.37
2021-05-01 08:00:00,119,10.0,1.7,100.0,10.0,0.0,0.35
2021-05-01 08:00:00,133,10.4,0.8,88.0,10.0,0.0,0.19
2021-05-01 08:00:00,143,10.5,4.1,95.0,10.0,0.0,0.46
2021-05-01 08:00:00,146,9.5,1.8,88.0,10.0,0.0,0.1
2021-05-01 08:00:00,156,9.0,0.7,95.0,10.0,0.0,0.15
2021-05-01 08:00:00,159,11.0,4.0,94.0,10.0,0.0,0.29
2021-05-01 08:00:00,184,13.3,4.8,87.0,10.0,0.0,0.13
2021-05-01 09:00:00,105,10.1,1.2,89.0,9.0,0.0,0.11
2021-05-01 09:00:00,108,11.2,3.1,76.0,10.0,0.0,0.96
2021-05-01 09:00:00,112,10.8,3.7,60.0,8.0,0.8,1.08
2021-05-01 09:00:00,119,10.4,3.2,94.0,10.0,0.0,0.58
2021-05-01 09:00:00,133,10.9,1.2,81.0,10.0,0.0,0.42
2021-05-01 09:00:00,143,11.5,3.3,86.0,9.0,0.0,0.69
2021-05-01 09:00:00,146,10.2,2.0,86.0,10.0,0.0,0.4
2021-05-01 09:00:00,156,9.8,0.6,92.0,10.0,0.0,0.57
2021-05-01 09:00:00,159,12.0,6.8,84.0,9.0,0.4,1.51
2021-05-01 09:00:00,184,12.5,6.1,89.0,9.0,0.0,0.22
2021-05-01 10:00:00,105,10.6,1.5,83.0,10.0,0.0,0.5
2021-05-01 10:00:00,108,11.1,3.0,79.0,10.0,0.0,0.73
2021-05-01 10:00:00,112,11.7,3.1,46.0,4.0,0.6,1.66
2021-05-01 10:00:00,119,11.4,3.7,83.0,10.0,0.1,0.97
2021-05-01 10:00:00,133,10.9,1.7,79.0,10.0,0.0,0.36
2021-05-01 10:00:00,143,12.9,2.5,76.0,9.0,0.4,1.63
2021-05-01 10:00:00,146,10.8,4.3,78.0,10.0,0.0,0.58
2021-05-01 10:00:00,156,10.5,1.4,85.0,9.0,0.0,0.59
2021-05-01 10:00:00,159,13.2,2.5,74.0,8.0,0.2,1.33
2021-05-01 10:00:00,184,12.2,5.3,83.0,9.0,0.0,0.33
2021-05-01 11:00:00,105,12.9,1.8,71.0,9.0,0.3,1.83
2021-05-01 11:00:00,108,12.0,1.8,65.0,6.0,0.0,0.91
2021-05-01 11:00:00,112,12.3,4.4,59.0,3.0,1.0,2.92
2021-05-01 11:00:00,119,13.3,4.3,59.0,4.0,1.0,2.77
2021-05-01 11:00:00,133,10.8,2.7,79.0,10.0,0.0,0.52
2021-05-01 11:00:00,143,13.1,5.3,73.0,9.0,0.0,1.46
2021-05-01 11:00:00,146,9.3,3.9,83.0,10.0,0.0,0.53
2021-05-01 11:00:00,156,10.3,0.8,85.0,9.0,0.0,0.59
2021-05-01 11:00:00,159,13.9,4.9,70.0,8.0,0.0,1.41
2021-05-01 11:00:00,184,13.1,4.5,76.0,9.0,0.0,0.81
2021-05-01 12:00:00,105,11.6,3.4,85.0,10.0,0.1,0.93
2021-05-01 12:00:00,108,13.5,3.6,50.0,8.0,0.2,2.23
2021-05-01 12:00:00,112,12.7,3.9,60.0,7.0,1.0,2.87
2021-05-01 12:00:00,119,13.9,4.1,60.0,4.0,0.9,2.66
2021-05-01 12:00:00,133,10.7,1.8,78.0,10.0,0.0,0.41
2021-05-01 12:00:00,143,13.3,3.8,75.0,10.0,0.0,0.95
2021-05-01 12:00:00,146,10.7,2.9,74.0,10.0,0.0,0.47
2021-05-01 12:00:00,156,11.3,1.5,71.0,9.0,0.0,0.87
2021-05-01 12:00:00,159,13.7,4.1,72.0,9.0,0.0,0.91
2021-05-01 12:00:00,184,15.3,4.1,61.0,1.0,0.4,2.34
2021-05-01 13:00:00,105,11.3,1.9,87.0,10.0,0.0,0.37
2021-05-01 13:00:00,108,15.2,3.4,49.0,7.0,0.6,2.81
2021-05-01 13:00:00,112,12.8,3.5,62.0,6.0,1.0,3.1
2021-05-01 13:00:00,119,12.6,4.6,72.0,8.0,0.9,2.52
2021-05-01 13:00:00,133,12.3,1.4,63.0,8.0,0.0,1.26
2021-05-01 13:00:00,143,13.3,3.5,69.0,10.0,0.0,1.09
2021-05-01 13:00:00,146,12.9,3.5,62.0,10.0,0.1,1.24
2021-05-01 13:00:00,156,12.8,2.1,56.0,8.0,0.4,1.94
2021-05-01 13:00:00,159,15.1,5.0,63.0,7.0,0.2,1.6
2021-05-01 13:00:00,184,15.6,5.4,60.0,3.0,0.9,3.42
2021-05-01 14:00:00,105,12.2,2.1,82.0,10.0,0.0,0.87
2021-05-01 14:00:00,108,11.7,1.3,66.0,10.0,0.3,1.47
2021-05-01 14:00:00,112,11.8,5.5,70.0,8.0,0.8,2.24
2021-05-01 14:00:00,119,12.4,4.5,77.0,6.0,0.5,1.61
2021-05-01 14:00:00,133,12.6,1.8,60.0,10.0,0.0,1.12
2021-05-01 14:00:00,143,13.9,5.6,64.0,10.0,0.0,1.02
2021-05-01 14:00:00,146,12.6,5.5,66.0,10.0,0.2,1.54
2021-05-01 14:00:00,156,13.2,1.0,55.0,9.0,0.4,1.7
2021-05-01 14:00:00,159,15.5,4.0,54.0,6.0,0.4,2.0
2021-05-01 14:00:00,184,16.2,5.7,57.0,5.0,0.8,3.19
2021-05-01 15:00:00,105,12.2,0.7,83.0,10.0,0.0,0.37
2021-05-01 15:00:00,108,9.3,4.2,86.0,10.0,0.0,0.21
2021-05-01 15:00:00,112,12.4,7.7,58.0,10.0,0.8,1.79
2021-05-01 15:00:00,119,12.6,5.3,71.0,9.0,0.8,2.5
2021-05-01 15:00:00,133,11.4,3.0,74.0,10.0,0.0,0.62
2021-05-01 15:00:00,143,15.3,5.0,57.0,8.0,0.3,1.44
2021-05-01 15:00:00,146,11.3,5.4,64.0,10.0,0.2,1.1
2021-05-01 15:00:00,156,13.4,1.0,57.0,9.0,0.2,1.1
2021-05-01 15:00:00,159,14.7,6.6,57.0,8.0,0.4,1.79
2021-05-01 15:00:00,184,15.1,6.3,50.0,4.0,0.8,2.87
2021-05-01 16:00:00,105,11.7,3.2,86.0,9.0,0.0,0.55
2021-05-01 16:00:00,108,10.0,3.6,87.0,10.0,0.1,0.85
2021-05-01 16:00:00,112,10.6,4.5,75.0,10.0,0.0,0.53
2021-05-01 16:00:00,119,10.9,5.3,77.0,10.0,0.1,0.58
2021-05-01 16:00:00,133,11.9,2.5,76.0,8.0,0.2,0.91
2021-05-01 16:00:00,143,15.2,5.9,54.0,7.0,0.7,2.01
2021-05-01 16:00:00,146,9.6,2.1,87.0,10.0,0.0,0.26
2021-05-01 16:00:00,156,12.6,2.4,56.0,9.0,0.1,1.06
2021-05-01 16:00:00,159,14.5,5.7,57.0,8.0,0.1,0.79
2021-05-01 16:00:00,184,15.5,5.6,50.0,1.0,1.0,2.58
2021-05-01 17:00:00,105,11.6,2.0,88.0,9.0,0.0,0.52
2021-05-01 17:00:00,108,10.4,3.0,84.0,10.0,0.0,0.61
2021-05-01 17:00:00,112,10.9,5.1,74.0,9.0,0.1,0.71
2021-05-01 17:00:00,119,10.5,4.6,82.0,10.0,0.1,0.8
2021-05-01 17:00:00,133,11.8,3.1,71.0,10.0,0.6,0.95
2021-05-01 17:00:00,143,15.1,5.5,56.0,8.0,0.8,1.62
2021-05-01 17:00:00,146,11.4,6.0,70.0,7.0,0.2,0.67
2021-05-01 17:00:00,156,13.2,1.4,53.0,6.0,0.4,1.26
2021-05-01 17:00:00,159,14.9,3.7,46.0,4.0,0.5,1.31
2021-05-01 17:00:00,184,14.8,5.4,55.0,1.0,1.0,1.89
2021-05-01 18:00:00,105,12.2,0.1,82.0,8.0,0.0,0.54
2021-05-01 18:00:00,108,9.9,3.0,84.0,8.0,0.0,0.42
2021-05-01 18:00:00,112,11.0,3.5,75.0,8.0,0.4,0.53
2021-05-01 18:00:00,119,10.1,3.3,86.0,9.0,0.1,0.48
2021-05-01 18:00:00,133,11.7,2.0,72.0,7.0,0.0,0.37
2021-05-01 18:00:00,143,12.9,6.0,67.0,9.0,0.3,0.41
2021-05-01 18:00:00,146,11.2,4.9,68.0,6.0,0.3,0.52
2021-05-01 18:00:00,156,12.6,1.7,56.0,6.0,0.6,0.78
2021-05-01 18:00:00,159,13.9,5.6,47.0,5.0,0.1,0.42
2021-05-01 18:00:00,184,13.9,5.4,61.0,5.0,0.6,0.86
2021-05-01 19:00:00,105,11.8,1.0,84.0,7.0,0.0,0.12
2021-05-01 19:00:00,108,9.8,3.2,78.0,9.0,0.0,0.17
2021-05-01 19:00:00,112,10.7,5.6,63.0,6.0,0.9,0.42
2021-05-01 19:00:00,119,9.9,2.7,89.0,6.0,0.0,0.13
2021-05-01 19:00:00,133,11.3,3.1,66.0,7.0,0.3,0.26
2021-05-01 19:00:00,143,12.4,4.0,70.0,8.0,0.3,0.2
2021-05-01 19:00:00,146,10.6,4.1,73.0,7.0,0.0,0.2
2021-05-01 19:00:00,156,11.4,1.1,63.0,6.0,0.7,0.4
2021-05-01 19:00:00,159,12.4,6.0,53.0,5.0,0.5,0.29
2021-05-01 19:00:00,184,13.2,5.1,60.0,0.0,0.3,0.26
2021-05-01 20:00:00,105,11.5,1.8,78.0,8.0,0.0,0.0
2021-05-01 20:00:00,108,9.7,2.9,78.0,9.0,0.0,0.01
2021-05-01 20:00:00,112,10.7,6.3,67.0,10.0,0.0,0.01
2021-05-01 20:00:00,119,9.5,2.3,91.0,9.0,0.0,0.0
2021-05-01 20:00:00,133,10.3,2.2,71.0,3.0,0.0,0.01
2021-05-01 20:00:00,143,12.5,5.6,67.0,10.0,0.0,0.0
2021-05-01 20:00:00,146,10.0,4.1,78.0,4.0,0.0,0.01
2021-05-01 20:00:00,156,10.8,0.7,68.0,4.0,0.0,0.06
2021-05-01 20:00:00,159,11.8,6.8,55.0,1.0,0.0,0.0
2021-05-01 20:00:00,184,12.9,5.3,60.0,0.0,0.0,0.01
2021-05-01 21:00:00,105,10.0,4.0,79.0,10.0,,
2021-05-01 21:00:00,108,9.2,1.5,87.0,10.0,,
2021-05-01 21:00:00,112,9.4,4.7,80.0,10.0,,
2021-05-01 21:00:00,119,10.3,3.5,79.0,10.0,,
2021-05-01 21:00:00,133,9.9,0.8,73.0,3.0,,
2021-05-01 21:00:00,143,11.9,4.1,68.0,2.0,,
2021-05-01 21:00:00,146,9.7,2.5,81.0,4.0,,
2021-05-01 21:00:00,156,10.1,0.7,74.0,3.0,,
2021-05-01 21:00:00,159,11.4,7.0,54.0,0.0,,
2021-05-01 21:00:00,184,13.0,4.5,61.0,4.0,,
2021-05-01 22:00:00,105,9.3,3.1,93.0,10.0,,
2021-05-01 22:00:00,108,8.8,2.7,91.0,10.0,,
2021-05-01 22:00:00,112,8.8,5.9,81.0,10.0,,
2021-05-01 22:00:00,119,9.4,2.9,85.0,9.0,,
2021-05-01 22:00:00,133,10.1,1.8,72.0,9.0,,
2021-05-01 22:00:00,143,11.4,4.4,65.0,0.0,,
2021-05-01 22:00:00,146,9.7,2.7,81.0,7.0,,
2021-05-01 22:00:00,156,9.8,0.5,80.0,0.0,,
2021-05-01 22:00:00,159,11.3,6.9,53.0,0.0,,
2021-05-01 22:00:00,184,13.1,4.7,67.0,1.0,,
2021-05-01 23:00:00,105,9.8,3.1,92.0,10.0,,
2021-05-01 23:00:00,108,8.6,2.6,92.0,10.0,,
2021-05-01 23:00:00,112,8.6,5.1,83.0,10.0,,
2021-05-01 23:00:00,119,9.1,2.6,90.0,9.0,,
2021-05-01 23:00:00,133,10.2,2.6,74.0,7.0,,
2021-05-01 23:00:00,143,11.4,4.1,66.0,4.0,,
2021-05-01 23:00:00,146,9.4,3.0,81.0,7.0,,
2021-05-01 23:00:00,156,9.5,1.2,84.0,4.0,,
2021-05-01 23:00:00,159,11.0,5.8,53.0,0.0,,
2021-05-01 23:00:00,184,12.8,4.6,71.0,0.0,,
2021-05-02 00:00:00,105,9.6,2.5,91.0,10.0,,
2021-05-02 00:00:00,108,8.5,2.1,91.0,10.0,,
2021-05-02 00:00:00,112,8.7,3.3,91.0,10.0,,
2021-05-02 00:00:00,119,8.7,3.1,96.0,10.0,,
2021-05-02 00:00:00,133,9.9,2.7,73.0,4.0,,
2021-05-02 00:00:00,143,11.2,4.0,67.0,3.0,,
2021-05-02 00:00:00,146,9.4,2.8,82.0,4.0,,
2021-05-02 00:00:00,156,9.5,0.1,82.0,4.0,,
2021-05-02 00:00:00,159,11.0,9.1,51.0,0.0,,
2021-05-02 00:00:00,184,12.4,3.7,67.0,1.0,,
2021-05-02 01:00:00,105,9.2,2.1,94.0,9.0,,
2021-05-02 01:00:00,108,7.8,3.8,93.0,10.0,,
2021-05-02 01:00:00,112,8.5,2.5,92.0,10.0,,
2021-05-02 01:00:00,119,8.5,1.3,96.0,10.0,,
2021-05-02 01:00:00,133,9.6,1.9,73.0,8.0,,
2021-05-02 01:00:00,143,11.3,3.8,66.0,1.0,,
2021-05-02 01:00:00,146,9.4,2.4,83.0,1.0,,
2021-05-02 01:00:00,156,9.3,0.1,87.0,5.0,,
2021-05-02 01:00:00,159,10.8,6.6,53.0,1.0,,
2021-05-02 01:00:00,184,12.1,3.4,68.0,0.0,,
2021-05-02 02:00:00,105,9.0,2.6,94.0,10.0,,
2021-05-02 02:00:00,108,7.8,3.2,96.0,10.0,,
2021-05-02 02:00:00,112,8.3,4.4,92.0,10.0,,
2021-05-02 02:00:00,119,8.0,1.8,97.0,10.0,,
2021-05-02 02:00:00,133,9.4,2.2,73.0,9.0,,
2021-05-02 02:00:00,143,11.3,4.8,68.0,9.0,,
2021-05-02 02:00:00,146,8.8,2.0,86.0,5.0,,
2021-05-02 02:00:00,156,8.9,1.5,91.0,6.0,,
2021-05-02 02:00:00,159,10.3,5.8,57.0,1.0,,
2021-05-02 02:00:00,184,12.3,3.7,67.0,6.0,,
2021-05-02 03:00:00,105,8.9,1.9,94.0,10.0,,
2021-05-02 03:00:00,108,7.8,3.9,93.0,7.0,,
2021-05-02 03:00:00,112,8.0,4.7,90.0,5.0,,
2021-05-02 03:00:00,119,8.1,2.2,98.0,9.0,,
2021-05-02 03:00:00,133,9.3,1.9,76.0,10.0,,
2021-05-02 03:00:00,143,11.0,5.1,72.0,9.0,,
2021-05-02 03:00:00,146,8.6,1.8,83.0,2.0,,
2021-05-02 03:00:00,156,9.2,0.4,89.0,6.0,,
2021-05-02 03:00:00,159,10.3,6.6,58.0,0.0,,
2021-05-02 03:00:00,184,12.8,3.5,69.0,6.0,,
2021-05-02 04:00:00,105,8.6,2.0,92.0,10.0,,
2021-05-02 04:00:00,108,7.9,3.4,92.0,8.0,,
2021-05-02 04:00:00,112,8.0,4.0,90.0,4.0,,
2021-05-02 04:00:00,119,8.3,2.6,96.0,8.0,,
2021-05-02 04:00:00,133,8.2,1.8,92.0,10.0,,
2021-05-02 04:00:00,143,9.2,5.4,86.0,10.0,,
2021-05-02 04:00:00,146,8.6,2.3,78.0,4.0,,
2021-05-02 04:00:00,156,9.1,0.1,88.0,2.0,,
2021-05-02 04:00:00,159,10.3,7.7,58.0,1.0,,
2021-05-02 04:00:00,184,12.5,3.6,70.0,4.0,,
2021-05-02 05:00:00,105,8.5,1.5,90.0,10.0,,
2021-05-02 05:00:00,108,7.6,2.7,92.0,7.0,,
2021-05-02 05:00:00,112,7.9,3.6,89.0,7.0,,
2021-05-02 05:00:00,119,8.3,1.5,96.0,7.0,,
2021-05-02 05:00:00,133,8.0,1.2,95.0,10.0,,
2021-05-02 05:00:00,143,8.6,3.5,96.0,10.0,,
2021-05-02 05:00:00,146,8.7,2.7,80.0,10.0,,
2021-05-02 05:00:00,156,8.6,0.0,92.0,1.0,,
2021-05-02 05:00:00,159,10.4,8.2,57.0,6.0,,
2021-05-02 05:00:00,184,13.4,5.7,68.0,8.0,,
2021-05-02 06:00:00,105,8.4,0.0,92.0,9.0,0.0,0.01
2021-05-02 06:00:00,108,7.4,2.2,90.0,6.0,0.0,0.01
2021-05-02 06:00:00,112,7.7,2.4,88.0,5.0,0.0,0.01
2021-05-02 06:00:00,119,7.9,2.5,96.0,4.0,0.0,0.0
2021-05-02 06:00:00,133,7.9,1.3,97.0,10.0,,
2021-05-02 06:00:00,143,8.4,4.0,94.0,10.0,0.0,0.0
2021-05-02 06:00:00,146,8.6,2.7,83.0,10.0,0.0,0.0
2021-05-02 06:00:00,156,8.7,0.4,92.0,5.0,0.0,0.06
2021-05-02 06:00:00,159,9.5,3.8,67.0,10.0,0.0,0.0
2021-05-02 06:00:00,184,13.0,5.2,70.0,6.0,0.0,0.0
2021-05-02 07:00:00,105,8.6,2.4,93.0,8.0,0.0,0.26
2021-05-02 07:00:00,108,7.6,1.1,89.0,7.0,0.0,0.18
2021-05-02 07:00:00,112,8.5,2.9,84.0,4.0,0.7,0.33
2021-05-02 07:00:00,119,8.2,1.5,94.0,5.0,0.0,0.19
2021-05-02 07:00:00,133,8.4,1.1,97.0,9.0,,
2021-05-02 07:00:00,143,8.7,4.4,90.0,10.0,0.0,0.21
2021-05-02 07:00:00,146,8.5,1.7,87.0,8.0,0.0,0.08
2021-05-02 07:00:00,156,9.3,0.6,90.0,7.0,0.2,0.31
2021-05-02 07:00:00,159,8.9,3.8,75.0,10.0,0.0,0.14
2021-05-02 07:00:00,184,13.1,4.8,63.0,3.0,0.5,0.26
2021-05-02 08:00:00,105,10.1,1.9,88.0,7.0,0.7,0.83
2021-05-02 08:00:00,108,8.6,2.3,85.0,8.0,0.2,0.67
2021-05-02 08:00:00,112,9.8,3.6,75.0,7.0,1.0,0.97
2021-05-02 08:00:00,119,9.0,2.2,91.0,7.0,0.1,0.48
2021-05-02 08:00:00,133,8.8,1.2,95.0,8.0,,
2021-05-02 08:00:00,143,9.5,3.1,91.0,10.0,0.0,0.46
2021-05-02 08:00:00,146,9.1,2.0,82.0,9.0,0.0,0.41
2021-05-02 08:00:00,156,10.1,0.7,80.0,8.0,0.0,0.44
2021-05-02 08:00:00,159,9.4,3.2,69.0,10.0,0.0,0.48
2021-05-02 08:00:00,184,13.9,3.8,64.0,4.0,0.7,0.81
2021-05-02 09:00:00,105,12.8,1.3,68.0,7.0,0.8,1.72
2021-05-02 09:00:00,108,10.5,1.4,78.0,4.0,0.9,1.66
2021-05-02 09:00:00,112,11.2,2.7,68.0,3.0,1.0,1.72
2021-05-02 09:00:00,119,10.7,1.5,81.0,7.0,0.9,1.47
2021-05-02 09:00:00,133,10.0,1.3,92.0,8.0,,
2021-05-02 09:00:00,143,10.7,4.3,83.0,8.0,0.4,1.17
2021-05-02 09:00:00,146,9.6,1.8,81.0,9.0,0.0,0.45
2021-05-02 09:00:00,156,10.5,1.0,73.0,9.0,0.0,0.33
2021-05-02 09:00:00,159,10.2,4.4,68.0,8.0,0.0,0.75
2021-05-02 09:00:00,184,14.3,5.4,63.0,7.0,0.5,1.15
2021-05-02 10:00:00,105,14.6,3.7,45.0,6.0,0.3,1.79
2021-05-02 10:00:00,108,12.3,3.4,69.0,1.0,1.0,2.53
2021-05-02 10:00:00,112,12.4,2.2,62.0,0.0,1.0,2.42
2021-05-02 10:00:00,119,12.7,3.8,67.0,1.0,0.9,2.4
2021-05-02 10:00:00,133,12.4,1.4,76.0,6.0,,
2021-05-02 10:00:00,143,13.3,2.6,74.0,7.0,0.6,1.79
2021-05-02 10:00:00,146,10.8,2.0,76.0,10.0,0.0,1.14
2021-05-02 10:00:00,156,10.8,1.5,72.0,8.0,0.0,0.69
2021-05-02 10:00:00,159,13.3,3.0,60.0,6.0,0.4,1.79
2021-05-02 10:00:00,184,14.7,5.1,62.0,5.0,0.7,2.06
2021-05-02 11:00:00,105,16.7,3.3,35.0,3.0,0.8,2.7
2021-05-02 11:00:00,108,14.0,3.8,59.0,0.0,1.0,3.17
2021-05-02 11:00:00,112,13.5,2.5,54.0,1.0,1.0,2.97
2021-05-02 11:00:00,119,14.0,3.6,56.0,1.0,1.0,3.04
2021-05-02 11:00:00,133,13.8,1.5,63.0,5.0,,
2021-05-02 11:00:00,143,14.9,3.8,64.0,8.0,0.9,3.02
2021-05-02 11:00:00,146,12.7,1.5,66.0,7.0,0.3,1.39
2021-05-02 11:00:00,156,12.6,1.5,59.0,7.0,0.4,1.83
2021-05-02 11:00:00,159,14.3,2.5,55.0,7.0,0.8,2.39
2021-05-02 11:00:00,184,15.5,5.3,60.0,4.0,1.0,3.01
2021-05-02 12:00:00,105,17.2,5.4,33.0,1.0,1.0,3.47
2021-05-02 12:00:00,108,15.6,3.2,53.0,1.0,1.0,3.5
2021-05-02 12:00:00,112,15.0,3.1,42.0,0.0,1.0,3.28
2021-05-02 12:00:00,119,15.5,2.7,56.0,1.0,1.0,3.36
2021-05-02 12:00:00,133,16.0,1.6,54.0,3.0,,
2021-05-02 12:00:00,143,16.0,3.8,55.0,7.0,1.0,3.75
2021-05-02 12:00:00,146,13.3,0.9,59.0,7.0,1.0,3.3
2021-05-02 12:00:00,156,13.9,1.3,53.0,7.0,0.4,1.71
2021-05-02 12:00:00,159,14.8,2.1,53.0,7.0,0.5,2.57
2021-05-02 12:00:00,184,15.5,5.4,57.0,7.0,0.8,3.07
2021-05-02 13:00:00,105,17.7,5.7,32.0,3.0,1.0,3.53
2021-05-02 13:00:00,108,17.0,2.7,50.0,2.0,1.0,3.56
2021-05-02 13:00:00,112,15.2,2.9,56.0,0.0,1.0,3.39
2021-05-02 13:00:00,119,17.0,2.6,48.0,1.0,1.0,3.35
2021-05-02 13:00:00,133,17.2,1.7,46.0,2.0,,
2021-05-02 13:00:00,143,17.7,3.5,52.0,8.0,1.0,3.33
2021-05-02 13:00:00,146,14.8,1.6,53.0,4.0,0.7,2.7
2021-05-02 13:00:00,156,15.8,1.3,48.0,5.0,0.7,2.86
2021-05-02 13:00:00,159,15.8,5.2,54.0,7.0,0.4,2.4
2021-05-02 13:00:00,184,16.1,5.0,55.0,3.0,0.9,3.42
2021-05-02 14:00:00,105,18.4,3.6,33.0,2.0,1.0,3.42
