TM,STN,TA,CA_TOT,SS,SI,WS,HM
2026-08-16 17:00:00,168,23.3,10.0,0.0,0.32,3.9,93.0
2026-08-16 17:00:00,169,29.2,8.0,0.2,1.08,1.6,76.0
2026-08-16 17:00:00,170,26.2,8.0,0.0,0.53,2.8,93.0
2026-08-16 17:00:00,172,28.6,8.0,0.6,1.62,4.7,79.0
2026-08-16 17:00:00,174,23.4,10.0,0.0,,0.4,95.0
2026-08-16 17:00:00,177,27.6,10.0,0.0,0.29,2.0,80.0
2026-08-16 17:00:00,181,26.6,8.0,0.2,1.32,3.9,69.0
2026-08-16 17:00:00,184,28.7,9.0,0.0,0.62,2.4,80.0
2026-08-16 17:00:00,185,27.1,10.0,0.1,1.07,4.9,89.0
2026-08-16 17:00:00,188,28.6,10.0,0.1,,4.1,82.0
2026-08-16 17:00:00,189,28.9,10.0,0.5,1.51,1.3,79.0
2026-08-16 17:00:00,192,22.0,10.0,0.0,0.1,0.8,96.0
2026-08-16 17:00:00,201,24.7,8.0,0.0,,2.2,92.0
2026-08-16 17:00:00,202,24.8,10.0,0.0,,1.0,85.0
2026-08-16 17:00:00,203,25.8,8.0,0.1,,1.6,85.0
2026-08-16 17:00:00,211,23.6,10.0,0.0,,0.6,94.0
2026-08-16 17:00:00,212,25.1,10.0,0.0,,0.4,86.0
2026-08-16 17:00:00,216,20.3,10.0,0.0,0.38,1.6,91.0
2026-08-16 17:00:00,217,24.6,8.0,0.0,,0.6,91.0
2026-08-16 17:00:00,221,24.1,8.0,0.0,,1.1,79.0
2026-08-16 17:00:00,226,23.8,9.0,0.0,,3.2,82.0
2026-08-16 17:00:00,232,26.7,9.0,0.0,,3.9,74.0
2026-08-16 17:00:00,235,26.8,10.0,0.0,0.68,2.1,87.0
2026-08-16 17:00:00,236,27.0,8.0,0.0,,1.2,81.0
2026-08-16 17:00:00,238,26.8,9.0,0.0,,2.4,71.0
2026-08-16 17:00:00,239,27.2,8.0,0.1,1.22,2.9,72.0
2026-08-16 17:00:00,243,29.5,9.0,0.0,,2.4,69.0
2026-08-16 17:00:00,244,25.2,10.0,0.0,,1.8,78.0
2026-08-16 17:00:00,245,29.0,8.0,0.3,1.1,3.8,69.0
2026-08-16 17:00:00,247,24.5,10.0,0.0,,2.8,77.0
2026-08-16 17:00:00,248,23.1,10.0,0.0,,0.8,85.0
2026-08-16 17:00:00,251,28.6,7.0,0.2,0.9,2.8,79.0
2026-08-16 17:00:00,252,28.0,8.0,0.5,1.46,2.8,80.0
2026-08-16 17:00:00,253,22.8,10.0,0.0,0.0,3.1,99.0
2026-08-16 17:00:00,254,27.7,10.0,0.2,1.13,1.4,71.0
2026-08-16 17:00:00,255,23.5,10.0,0.0,0.02,0.8,100.0
2026-08-16 17:00:00,257,23.0,10.0,0.0,0.1,1.6,100.0
2026-08-16 17:00:00,258,24.4,9.0,0.0,0.46,1.7,94.0
2026-08-16 17:00:00,259,25.0,7.0,0.0,0.28,1.6,96.0
2026-08-16 17:00:00,260,25.1,7.0,0.0,,1.6,94.0
2026-08-16 17:00:00,261,27.9,9.0,0.0,,2.9,89.0
2026-08-16 17:00:00,262,24.1,9.0,0.0,0.38,1.2,94.0
2026-08-16 17:00:00,263,21.3,10.0,0.0,0.06,1.7,99.0
2026-08-16 17:00:00,264,22.9,10.0,0.0,0.23,0.8,95.0
2026-08-16 17:00:00,266,22.8,10.0,0.0,0.21,1.7,100.0
2026-08-16 17:00:00,268,28.1,7.0,0.5,,2.9,83.0
2026-08-16 17:00:00,271,22.8,10.0,0.0,,0.2,94.0
2026-08-16 17:00:00,272,22.3,9.0,0.0,,0.4,100.0
2026-08-16 17:00:00,273,22.2,9.0,0.0,,0.6,99.0
2026-08-16 17:00:00,276,22.4,10.0,0.0,0.39,1.7,98.0
2026-08-16 17:00:00,277,22.6,10.0,0.0,,1.0,94.0
2026-08-16 17:00:00,278,22.3,10.0,0.0,,0.8,94.0
2026-08-16 17:00:00,279,22.5,10.0,0.0,0.21,1.3,91.0
2026-08-16 17:00:00,281,21.8,10.0,0.0,,1.5,98.0
2026-08-16 17:00:00,283,21.8,10.0,0.0,0.09,0.3,96.0
2026-08-16 17:00:00,284,22.5,10.0,0.0,0.31,0.1,93.0
2026-08-16 17:00:00,285,22.2,10.0,0.0,,0.8,99.0
2026-08-16 17:00:00,288,21.8,10.0,0.0,0.07,1.0,95.0
2026-08-16 17:00:00,289,21.9,10.0,0.0,,0.8,99.0
2026-08-16 17:00:00,294,23.3,10.0,0.0,,1.7,97.0
2026-08-16 17:00:00,295,22.5,10.0,0.0,,0.9,96.0
2026-08-16 17:00:00,296,23.9,10.0,0.0,0.04,2.6,92.0
2026-08-16 18:00:00,90,23.9,10.0,0.0,0.15,3.4,87.0
2026-08-16 18:00:00,93,24.0,10.0,0.0,0.15,0.3,97.0
2026-08-16 18:00:00,95,24.0,10.0,0.0,0.31,0.6,94.0
2026-08-16 18:00:00,98,23.6,9.0,0.0,0.24,0.0,86.0
2026-08-16 18:00:00,99,24.2,8.0,0.0,0.29,1.8,91.0
2026-08-16 18:00:00,100,20.7,8.0,0.0,0.14,1.5,92.0
2026-08-16 18:00:00,101,23.7,10.0,0.0,0.14,1.1,91.0
2026-08-16 18:00:00,102,25.8,9.0,0.1,0.51,1.5,75.0
2026-08-16 18:00:00,104,23.2,9.0,0.0,0.3,1.9,94.0
2026-08-16 18:00:00,105,24.1,9.0,0.0,0.33,0.5,84.0
2026-08-16 18:00:00,106,23.7,8.0,0.0,0.43,2.9,90.0
2026-08-16 18:00:00,108,24.8,9.0,0.2,0.62,3.4,85.0
2026-08-16 18:00:00,112,26.1,8.0,0.0,0.5,2.6,82.0
2026-08-16 18:00:00,114,26.9,8.0,0.1,0.68,2.0,68.0
2026-08-16 18:00:00,115,25.1,10.0,0.0,0.07,2.0,92.0
2026-08-16 18:00:00,119,26.2,8.0,0.0,0.46,2.8,76.0
2026-08-16 18:00:00,121,24.2,9.0,0.0,0.3,3.8,80.0
2026-08-16 18:00:00,127,25.7,9.0,0.0,0.63,2.1,74.0
2026-08-16 18:00:00,129,27.2,9.0,0.0,0.19,1.9,77.0
2026-08-16 18:00:00,130,23.4,10.0,0.0,,1.0,98.0
2026-08-16 18:00:00,131,26.8,8.0,0.3,1.03,2.4,66.0
2026-08-16 18:00:00,133,25.8,8.0,0.0,0.53,4.6,74.0
2026-08-16 18:00:00,135,21.5,10.0,0.0,0.21,2.5,90.0
2026-08-16 18:00:00,136,21.6,10.0,0.0,0.17,1.5,89.0
2026-08-16 18:00:00,137,21.5,10.0,0.0,0.17,0.4,96.0
2026-08-16 18:00:00,138,23.4,10.0,0.0,0.11,1.7,87.0
2026-08-16 18:00:00,140,25.8,10.0,0.0,,1.3,89.0
2026-08-16 18:00:00,143,21.7,10.0,0.0,0.05,0.9,94.0
2026-08-16 18:00:00,146,27.8,8.0,0.0,0.48,2.8,68.0
2026-08-16 18:00:00,152,21.8,10.0,0.0,0.04,2.3,89.0
2026-08-16 18:00:00,155,23.4,10.0,0.0,0.01,4.4,97.0
2026-08-16 18:00:00,156,27.5,7.0,0.0,0.25,0.9,83.0
2026-08-16 18:00:00,159,22.9,10.0,0.0,0.03,3.8,93.0
2026-08-16 18:00:00,162,23.8,10.0,0.0,0.01,2.8,98.0
2026-08-16 18:00:00,165,28.1,7.0,0.1,0.61,3.0,84.0
2026-08-16 18:00:00,168,23.0,10.0,0.0,0.11,4.9,96.0
2026-08-16 18:00:00,169,28.0,7.0,0.7,0.96,0.8,79.0
2026-08-16 18:00:00,170,26.4,7.0,0.1,0.69,3.4,91.0
2026-08-16 18:00:00,172,27.1,10.0,0.0,0.35,3.2,88.0
2026-08-16 18:00:00,174,23.5,9.0,0.0,,0.7,91.0
2026-08-16 18:00:00,177,27.5,8.0,0.0,0.27,2.0,82.0
2026-08-16 18:00:00,181,25.7,8.0,0.6,1.29,2.4,73.0
2026-08-16 18:00:00,184,28.3,8.0,0.0,0.13,2.5,84.0
2026-08-16 18:00:00,185,26.9,9.0,0.4,0.9,5.3,89.0
2026-08-16 18:00:00,188,28.0,9.0,0.0,,3.3,85.0
2026-08-16 18:00:00,189,28.3,9.0,0.0,0.42,0.9,80.0
2026-08-16 18:00:00,192,22.0,10.0,0.0,0.08,0.9,96.0
2026-08-16 18:00:00,201,24.9,8.0,0.0,,2.6,90.0
2026-08-16 18:00:00,202,25.4,6.0,0.0,,1.0,78.0
2026-08-16 18:00:00,203,25.4,7.0,0.0,,0.9,92.0
2026-08-16 18:00:00,211,23.6,10.0,0.0,,0.1,94.0
2026-08-16 18:00:00,212,25.1,10.0,0.0,,0.2,87.0
2026-08-16 18:00:00,216,19.9,8.0,0.0,0.22,1.1,95.0
2026-08-16 18:00:00,217,23.6,9.0,0.0,,0.9,94.0
2026-08-16 18:00:00,221,23.8,9.0,0.0,,1.1,82.0
2026-08-16 18:00:00,226,23.4,9.0,0.0,,1.8,85.0
2026-08-16 18:00:00,232,26.6,8.0,0.6,,3.6,70.0
2026-08-16 18:00:00,235,27.2,7.0,0.0,0.46,1.5,82.0
2026-08-16 18:00:00,236,27.7,7.0,0.2,,2.5,72.0
2026-08-16 18:00:00,238,26.4,9.0,0.0,,1.9,73.0
2026-08-16 18:00:00,239,26.2,8.0,0.0,0.65,2.2,75.0
2026-08-16 18:00:00,243,28.1,9.0,0.0,,1.6,75.0
2026-08-16 18:00:00,244,25.2,9.0,0.2,,1.3,75.0
2026-08-16 18:00:00,245,28.2,7.0,0.2,0.59,3.0,72.0
2026-08-16 18:00:00,247,24.4,9.0,0.1,,4.5,77.0
2026-08-16 18:00:00,248,23.8,10.0,0.0,,0.9,81.0
2026-08-16 18:00:00,251,27.7,7.0,0.1,0.49,3.2,83.0
2026-08-16 18:00:00,252,26.3,8.0,0.1,0.36,1.5,92.0
2026-08-16 18:00:00,253,22.5,10.0,0.0,0.0,2.2,99.0
2026-08-16 18:00:00,254,25.4,8.0,0.0,0.49,2.2,78.0
2026-08-16 18:00:00,255,23.6,10.0,0.0,0.02,0.8,100.0
2026-08-16 18:00:00,257,22.8,10.0,0.0,0.03,0.7,100.0
2026-08-16 18:00:00,258,24.4,10.0,0.0,0.29,1.9,95.0
2026-08-16 18:00:00,259,25.2,7.0,0.0,0.34,1.9,93.0
2026-08-16 18:00:00,260,25.2,7.0,0.0,,0.5,93.0
2026-08-16 18:00:00,261,27.3,6.0,0.1,,2.9,90.0
2026-08-16 18:00:00,262,24.2,10.0,0.0,0.31,1.1,93.0
2026-08-16 18:00:00,263,21.5,10.0,0.0,0.05,1.3,99.0
2026-08-16 18:00:00,264,22.9,10.0,0.0,0.19,1.0,96.0
2026-08-16 18:00:00,266,23.2,10.0,0.0,0.18,0.7,100.0
2026-08-16 18:00:00,268,27.5,7.0,0.3,,1.8,87.0
2026-08-16 18:00:00,271,21.7,9.0,0.0,,0.1,95.0
2026-08-16 18:00:00,272,21.4,9.0,0.0,,0.9,100.0
2026-08-16 18:00:00,273,22.0,9.0,0.0,,1.9,100.0
2026-08-16 18:00:00,276,21.3,10.0,0.0,0.15,2.2,100.0
2026-08-16 18:00:00,277,22.1,10.0,0.0,,0.8,95.0
2026-08-16 18:00:00,278,21.8,10.0,0.0,,0.3,100.0
2026-08-16 18:00:00,279,21.7,10.0,0.0,0.12,1.8,94.0
2026-08-16 18:00:00,281,21.7,10.0,0.0,,1.9,98.0
2026-08-16 18:00:00,283,22.5,10.0,0.0,0.04,0.6,95.0
2026-08-16 18:00:00,284,22.3,9.0,0.0,0.16,0.1,94.0
2026-08-16 18:00:00,285,22.0,10.0,0.0,,0.5,99.0
2026-08-16 18:00:00,288,21.9,10.0,0.0,0.03,0.6,97.0
2026-08-16 18:00:00,289,22.2,10.0,0.0,,1.0,99.0
2026-08-16 18:00:00,294,23.4,10.0,0.0,,1.6,97.0
2026-08-16 18:00:00,295,22.4,10.0,0.0,,0.9,96.0
2026-08-16 18:00:00,296,23.3,10.0,0.0,0.02,1.8,93.0
2026-08-16 19:00:00,90,23.9,10.0,0.0,0.1,2.5,87.0
2026-08-16 19:00:00,93,23.6,10.0,0.0,0.05,0.1,99.0
2026-08-16 19:00:00,95,23.6,9.0,0.0,0.09,1.1,95.0
2026-08-16 19:00:00,98,23.8,6.0,0.0,0.16,0.7,83.0
2026-08-16 19:00:00,99,23.9,6.0,0.0,0.21,0.7,92.0
2026-08-16 19:00:00,100,20.7,8.0,0.0,0.06,1.1,93.0
2026-08-16 19:00:00,101,23.1,10.0,0.0,0.08,2.1,92.0
2026-08-16 19:00:00,102,25.3,7.0,0.0,0.24,1.1,80.0
2026-08-16 19:00:00,104,23.2,9.0,0.0,0.18,0.5,95.0
2026-08-16 19:00:00,105,24.0,8.0,0.0,0.15,0.5,85.0
2026-08-16 19:00:00,106,23.6,10.0,0.0,0.1,1.6,92.0
2026-08-16 19:00:00,108,24.5,3.0,0.0,0.17,3.4,85.0
2026-08-16 19:00:00,112,25.8,3.0,0.0,0.19,2.4,84.0
2026-08-16 19:00:00,114,26.0,7.0,0.0,0.35,2.2,71.0
2026-08-16 19:00:00,115,23.3,10.0,0.0,0.02,2.1,91.0
2026-08-16 19:00:00,119,25.8,5.0,0.0,0.16,3.3,75.0
2026-08-16 19:00:00,121,23.6,9.0,0.0,0.23,3.5,83.0
2026-08-16 19:00:00,127,25.1,8.0,0.0,0.26,1.7,75.0
2026-08-16 19:00:00,129,25.9,6.0,0.0,0.12,2.1,82.0
2026-08-16 19:00:00,130,22.6,10.0,0.0,,2.0,88.0
2026-08-16 19:00:00,131,26.3,8.0,0.2,0.43,2.1,67.0
2026-08-16 19:00:00,133,25.4,7.0,0.3,0.39,4.2,76.0
2026-08-16 19:00:00,135,21.1,9.0,0.0,0.04,2.4,92.0
2026-08-16 19:00:00,136,21.6,10.0,0.0,0.02,1.7,93.0
2026-08-16 19:00:00,137,21.2,10.0,0.0,0.05,0.6,97.0
2026-08-16 19:00:00,138,23.5,10.0,0.0,0.02,3.0,83.0
2026-08-16 19:00:00,140,25.9,8.0,0.0,,1.0,89.0
2026-08-16 19:00:00,143,21.6,10.0,0.0,0.03,1.0,96.0
2026-08-16 19:00:00,146,26.9,7.0,0.3,0.34,3.6,72.0
2026-08-16 19:00:00,152,21.6,10.0,0.0,0.02,2.0,94.0
2026-08-16 19:00:00,155,23.6,10.0,0.0,0.01,4.0,98.0
2026-08-16 19:00:00,156,26.4,8.0,0.0,0.13,0.2,87.0
2026-08-16 19:00:00,159,22.7,10.0,0.0,0.0,5.3,90.0
2026-08-16 19:00:00,162,23.9,10.0,0.0,0.01,2.8,98.0
2026-08-16 19:00:00,165,27.2,8.0,0.0,0.15,3.2,88.0
2026-08-16 19:00:00,168,23.0,10.0,0.0,0.22,5.4,96.0
2026-08-16 19:00:00,169,26.4,6.0,1.0,0.5,1.7,86.0
2026-08-16 19:00:00,170,25.5,8.0,0.0,0.15,2.6,93.0
2026-08-16 19:00:00,172,26.2,9.0,0.0,0.07,3.7,95.0
2026-08-16 19:00:00,174,22.7,10.0,0.0,,0.7,95.0
2026-08-16 19:00:00,177,26.4,8.0,0.0,0.14,2.4,81.0
2026-08-16 19:00:00,181,24.8,8.0,0.3,0.44,3.6,75.0
2026-08-16 19:00:00,184,28.3,9.0,0.2,0.09,1.2,83.0
2026-08-16 19:00:00,185,26.5,10.0,0.0,0.23,4.0,90.0
2026-08-16 19:00:00,188,27.5,9.0,0.0,,2.0,85.0
2026-08-16 19:00:00,189,27.7,9.0,0.0,0.17,1.4,82.0
2026-08-16 19:00:00,192,21.8,10.0,0.0,0.04,0.1,96.0
2026-08-16 19:00:00,201,24.1,6.0,0.2,,1.9,92.0
2026-08-16 19:00:00,202,25.4,7.0,0.1,,1.4,78.0
2026-08-16 19:00:00,203,25.1,8.0,0.0,,1.7,84.0
2026-08-16 19:00:00,211,23.2,10.0,0.0,,0.1,94.0
2026-08-16 19:00:00,212,24.7,8.0,0.0,,1.1,88.0
2026-08-16 19:00:00,216,19.9,10.0,0.0,0.04,2.0,93.0
2026-08-16 19:00:00,217,23.3,10.0,0.0,,0.0,95.0
2026-08-16 19:00:00,221,23.2,8.0,0.0,,2.0,84.0
2026-08-16 19:00:00,226,23.2,8.0,0.0,,1.8,85.0
2026-08-16 19:00:00,232,25.2,8.0,0.1,,3.6,80.0
2026-08-16 19:00:00,235,26.4,8.0,0.0,0.19,0.7,89.0
2026-08-16 19:00:00,236,26.6,8.0,0.0,,1.2,77.0
2026-08-16 19:00:00,238,25.5,7.0,0.0,,1.3,76.0
2026-08-16 19:00:00,239,25.3,7.0,0.0,0.31,2.5,77.0
2026-08-16 19:00:00,243,27.8,8.0,0.0,,1.3,75.0
2026-08-16 19:00:00,244,24.3,8.0,0.2,,1.4,80.0
2026-08-16 19:00:00,245,27.2,8.0,0.3,0.26,3.9,75.0
2026-08-16 19:00:00,247,24.1,10.0,0.0,,3.1,79.0
2026-08-16 19:00:00,248,23.1,8.0,0.0,,0.9,86.0
2026-08-16 19:00:00,251,26.6,9.0,0.0,0.1,1.8,85.0
2026-08-16 19:00:00,252,25.3,8.0,0.0,0.04,1.8,94.0
2026-08-16 19:00:00,253,22.6,10.0,0.0,0.0,3.5,99.0
2026-08-16 19:00:00,254,23.8,8.0,0.0,0.18,1.1,90.0
2026-08-16 19:00:00,255,23.5,10.0,0.0,0.0,1.8,100.0
2026-08-16 19:00:00,257,22.7,10.0,0.0,0.0,0.7,100.0
2026-08-16 19:00:00,258,24.0,9.0,0.0,0.07,2.1,93.0
2026-08-16 19:00:00,259,24.9,7.0,0.0,0.05,0.9,96.0
2026-08-16 19:00:00,260,25.0,7.0,0.0,,1.0,94.0
2026-08-16 19:00:00,261,26.1,7.0,0.0,,1.7,92.0
2026-08-16 19:00:00,262,23.8,10.0,0.0,0.08,0.7,95.0
2026-08-16 19:00:00,263,21.5,10.0,0.0,0.02,0.6,99.0
2026-08-16 19:00:00,264,22.8,8.0,0.0,0.13,1.1,95.0
2026-08-16 19:00:00,266,22.9,9.0,0.0,0.06,1.3,100.0
2026-08-16 19:00:00,268,26.7,7.0,0.0,,1.9,91.0
2026-08-16 19:00:00,271,21.1,10.0,0.0,,0.7,97.0
2026-08-16 19:00:00,272,21.3,10.0,0.0,,1.1,100.0
2026-08-16 19:00:00,273,21.4,9.0,0.0,,1.8,100.0
2026-08-16 19:00:00,276,20.7,10.0,0.0,0.03,2.1,100.0
2026-08-16 19:00:00,277,21.1,10.0,0.0,,0.2,97.0
2026-08-16 19:00:00,278,21.7,10.0,0.0,,0.8,100.0
2026-08-16 19:00:00,279,21.6,10.0,0.0,0.03,1.4,95.0
2026-08-16 19:00:00,281,21.6,10.0,0.0,,2.3,99.0
2026-08-16 19:00:00,283,21.9,10.0,0.0,0.02,2.8,91.0
2026-08-16 19:00:00,284,22.1,9.0,0.0,0.07,0.7,95.0
2026-08-16 19:00:00,285,21.9,10.0,0.0,,0.8,99.0
2026-08-16 19:00:00,288,22.0,10.0,0.0,0.02,0.7,97.0
2026-08-16 19:00:00,289,21.9,10.0,0.0,,0.4,99.0
2026-08-16 19:00:00,294,23.2,10.0,0.0,,1.8,97.0
2026-08-16 19:00:00,295,22.3,10.0,0.0,,1.3,97.0
2026-08-16 19:00:00,296,23.7,10.0,0.0,0.01,2.8,94.0
2026-08-16 20:00:00,90,23.8,8.0,0.0,0.01,2.1,87.0
2026-08-16 20:00:00,93,23.3,8.0,0.0,0.01,0.2,98.0
2026-08-16 20:00:00,95,23.3,9.0,0.0,0.02,0.5,95.0
2026-08-16 20:00:00,98,23.5,9.0,0.0,0.0,0.3,85.0
2026-08-16 20:00:00,99,23.3,6.0,0.0,0.01,0.9,94.0
2026-08-16 20:00:00,100,20.3,8.0,0.0,0.0,1.3,93.0
2026-08-16 20:00:00,101,23.0,8.0,0.0,0.01,2.1,92.0
2026-08-16 20:00:00,102,24.5,3.0,0.0,0.0,1.0,84.0
2026-08-16 20:00:00,104,22.7,8.0,0.0,0.01,0.8,97.0
2026-08-16 20:00:00,105,23.6,8.0,0.0,0.02,0.8,88.0
2026-08-16 20:00:00,106,23.4,9.0,0.0,0.0,2.0,94.0
2026-08-16 20:00:00,108,24.4,5.0,0.0,0.01,3.0,85.0
2026-08-16 20:00:00,112,25.7,6.0,0.0,0.02,2.5,84.0
2026-08-16 20:00:00,114,25.4,8.0,0.0,0.03,0.6,73.0
2026-08-16 20:00:00,115,23.3,10.0,0.0,0.0,2.5,92.0
2026-08-16 20:00:00,119,25.2,6.0,0.0,0.02,3.1,75.0
2026-08-16 20:00:00,121,23.2,9.0,0.0,0.01,3.1,85.0
2026-08-16 20:00:00,127,24.7,8.0,0.0,0.04,2.4,75.0
2026-08-16 20:00:00,129,25.5,8.0,0.0,0.02,2.7,83.0
2026-08-16 20:00:00,130,22.1,10.0,0.0,,1.9,89.0
2026-08-16 20:00:00,131,25.8,8.0,0.0,0.02,2.8,68.0
2026-08-16 20:00:00,133,24.7,8.0,0.0,0.03,3.6,79.0
2026-08-16 20:00:00,135,20.7,8.0,0.0,0.0,3.4,93.0
2026-08-16 20:00:00,136,21.6,10.0,0.0,0.0,1.1,93.0
2026-08-16 20:00:00,137,21.2,8.0,0.0,0.0,0.8,100.0
2026-08-16 20:00:00,138,23.4,10.0,0.0,0.0,3.6,86.0
2026-08-16 20:00:00,140,25.5,7.0,0.0,,1.2,90.0
2026-08-16 20:00:00,143,21.7,10.0,0.0,0.01,0.6,96.0
2026-08-16 20:00:00,146,26.4,9.0,0.0,0.01,2.5,73.0
2026-08-16 20:00:00,152,21.9,10.0,0.0,0.0,1.2,97.0
2026-08-16 20:00:00,155,23.2,10.0,0.0,0.0,2.3,97.0
2026-08-16 20:00:00,156,26.5,8.0,0.0,0.01,1.2,84.0
2026-08-16 20:00:00,159,22.8,10.0,0.0,0.0,5.1,89.0
2026-08-16 20:00:00,162,23.5,10.0,0.0,0.01,1.7,98.0
2026-08-16 20:00:00,165,26.5,9.0,0.0,0.01,3.4,89.0
2026-08-16 20:00:00,168,22.9,10.0,0.0,0.01,5.6,96.0
2026-08-16 20:00:00,169,25.2,5.0,0.1,0.03,2.3,92.0
2026-08-16 20:00:00,170,24.9,10.0,0.0,0.01,3.7,95.0
2026-08-16 20:00:00,172,25.6,8.0,0.0,0.01,3.5,99.0
2026-08-16 20:00:00,174,22.5,7.0,0.0,,0.6,95.0
2026-08-16 20:00:00,177,25.7,6.0,0.0,0.01,2.2,83.0
2026-08-16 20:00:00,181,24.5,8.0,0.0,0.03,2.7,76.0
2026-08-16 20:00:00,184,27.6,10.0,0.0,0.0,0.7,86.0
2026-08-16 20:00:00,185,26.2,9.0,0.0,0.03,3.9,93.0
2026-08-16 20:00:00,188,26.9,8.0,0.0,,1.5,86.0
2026-08-16 20:00:00,189,27.5,9.0,0.0,0.01,0.9,85.0
2026-08-16 20:00:00,192,22.0,10.0,0.0,0.01,0.6,96.0
2026-08-16 20:00:00,201,23.8,6.0,0.0,,2.4,94.0
2026-08-16 20:00:00,202,24.8,7.0,0.0,,0.6,83.0
2026-08-16 20:00:00,203,24.3,6.0,0.0,,1.1,84.0
2026-08-16 20:00:00,211,22.9,8.0,0.0,,0.6,91.0
2026-08-16 20:00:00,212,24.0,7.0,0.0,,0.9,91.0
2026-08-16 20:00:00,216,19.4,10.0,0.0,0.0,1.5,95.0
2026-08-16 20:00:00,217,23.2,9.0,0.0,,0.6,94.0
2026-08-16 20:00:00,221,22.6,8.0,0.0,,1.3,87.0
2026-08-16 20:00:00,226,22.2,7.0,0.0,,1.7,88.0
2026-08-16 20:00:00,232,24.4,7.0,0.0,,2.8,84.0
2026-08-16 20:00:00,235,25.3,6.0,0.0,0.01,1.2,91.0
2026-08-16 20:00:00,236,25.2,8.0,0.0,,1.3,84.0
2026-08-16 20:00:00,238,24.6,8.0,0.0,,1.4,79.0
2026-08-16 20:00:00,239,24.4,7.0,0.0,0.02,2.2,82.0
2026-08-16 20:00:00,243,26.8,8.0,0.0,,1.9,77.0
2026-08-16 20:00:00,244,23.5,8.0,0.0,,0.9,82.0
2026-08-16 20:00:00,245,26.9,8.0,0.0,0.01,2.4,76.0
2026-08-16 20:00:00,247,23.2,8.0,0.0,,2.5,86.0
2026-08-16 20:00:00,248,22.0,8.0,0.0,,0.9,89.0
2026-08-16 20:00:00,251,26.2,7.0,0.0,0.01,1.9,85.0
2026-08-16 20:00:00,252,25.2,8.0,0.0,0.0,1.6,93.0
2026-08-16 20:00:00,253,22.4,10.0,0.0,0.0,3.6,99.0
2026-08-16 20:00:00,254,23.8,8.0,0.0,0.02,1.5,86.0
2026-08-16 20:00:00,255,23.6,10.0,0.0,0.0,1.7,100.0
2026-08-16 20:00:00,257,22.8,10.0,0.0,0.0,1.5,100.0
2026-08-16 20:00:00,258,24.0,10.0,0.0,0.0,0.7,96.0
2026-08-16 20:00:00,259,24.8,8.0,0.0,0.0,1.1,94.0
2026-08-16 20:00:00,260,24.6,7.0,0.0,,0.5,94.0
2026-08-16 20:00:00,261,25.8,8.0,0.0,,2.3,93.0
2026-08-16 20:00:00,262,23.6,9.0,0.0,0.0,1.2,95.0
2026-08-16 20:00:00,263,21.7,10.0,0.0,0.0,0.7,100.0
2026-08-16 20:00:00,264,22.4,9.0,0.0,0.01,0.5,97.0
2026-08-16 20:00:00,266,23.1,10.0,0.0,0.01,0.7,100.0
2026-08-16 20:00:00,268,26.5,8.0,0.0,,2.2,91.0
2026-08-16 20:00:00,271,20.4,10.0,0.0,,0.9,97.0
2026-08-16 20:00:00,272,20.5,10.0,0.0,,1.0,100.0
2026-08-16 20:00:00,273,21.0,9.0,0.0,,2.8,100.0
2026-08-16 20:00:00,276,20.7,10.0,0.0,0.0,1.2,100.0
2026-08-16 20:00:00,277,21.1,10.0,0.0,,0.6,99.0
2026-08-16 20:00:00,278,21.5,10.0,0.0,,0.4,100.0
2026-08-16 20:00:00,279,21.7,10.0,0.0,0.0,0.9,95.0
2026-08-16 20:00:00,281,21.4,10.0,0.0,,2.2,98.0
2026-08-16 20:00:00,283,21.8,10.0,0.0,0.01,1.4,96.0
2026-08-16 20:00:00,284,21.9,7.0,0.0,0.02,0.0,95.0
2026-08-16 20:00:00,285,21.9,10.0,0.0,,0.3,99.0
2026-08-16 20:00:00,288,22.3,10.0,0.0,0.0,0.5,97.0
2026-08-16 20:00:00,289,21.8,9.0,0.0,,0.4,100.0
2026-08-16 20:00:00,294,23.0,10.0,0.0,,1.5,97.0
2026-08-16 20:00:00,295,22.4,10.0,0.0,,1.1,97.0
2026-08-16 20:00:00,296,23.8,10.0,0.0,0.0,3.8,92.0
2026-08-16 21:00:00,90,23.5,6.0,,,1.4,89.0
2026-08-16 21:00:00,93,23.1,7.0,,,0.2,97.0
2026-08-16 21:00:00,95,23.1,10.0,,,0.1,98.0
2026-08-16 21:00:00,98,23.1,10.0,,,0.1,88.0
2026-08-16 21:00:00,99,22.8,5.0,,,1.4,94.0
2026-08-16 21:00:00,100,19.9,8.0,,,0.2,95.0
2026-08-16 21:00:00,101,22.8,9.0,,,2.3,93.0
2026-08-16 21:00:00,102,24.1,4.0,,,0.8,87.0
2026-08-16 21:00:00,104,22.8,8.0,,,0.7,97.0
2026-08-16 21:00:00,105,23.4,9.0,,,0.7,90.0
2026-08-16 21:00:00,106,23.0,8.0,,,1.2,95.0
2026-08-16 21:00:00,108,24.1,5.0,,,3.4,87.0
2026-08-16 21:00:00,112,25.6,9.0,,,2.6,83.0
2026-08-16 21:00:00,114,25.1,7.0,,,1.4,74.0
2026-08-16 21:00:00,115,22.8,10.0,,,2.1,92.0
2026-08-16 21:00:00,119,25.1,6.0,,,3.1,75.0
2026-08-16 21:00:00,121,22.9,9.0,,,2.5,86.0
