TM,STN,TA,CA_TOT,SS,SI,WS,HM
2026-08-13 19:00:00,136,27.9,7.0,0.2,0.23,0.2,62.0
2026-08-13 19:00:00,137,28.0,9.0,0.0,0.21,0.4,74.0
2026-08-13 19:00:00,138,26.5,7.0,0.1,0.26,1.9,78.0
2026-08-13 19:00:00,140,28.2,9.0,0.2,,1.1,74.0
2026-08-13 19:00:00,143,29.8,8.0,0.1,0.22,1.4,50.0
2026-08-13 19:00:00,146,28.7,10.0,0.0,0.17,1.5,65.0
2026-08-13 19:00:00,152,25.8,10.0,0.0,0.17,0.5,77.0
2026-08-13 19:00:00,155,27.0,7.0,0.0,0.15,4.0,77.0
2026-08-13 19:00:00,156,28.7,9.0,0.0,2.14,1.6,63.0
2026-08-13 19:00:00,159,27.1,4.0,0.0,0.23,2.1,72.0
2026-08-13 19:00:00,162,27.4,6.0,0.1,0.14,2.3,70.0
2026-08-13 19:00:00,165,27.4,9.0,0.0,0.16,3.1,65.0
2026-08-13 19:00:00,168,27.7,8.0,0.0,0.2,2.2,67.0
2026-08-13 19:00:00,169,26.3,9.0,0.0,0.17,2.9,74.0
2026-08-13 19:00:00,170,27.6,9.0,0.1,0.23,1.4,64.0
2026-08-13 19:00:00,172,26.7,10.0,0.0,0.18,1.5,69.0
2026-08-13 19:00:00,174,26.6,8.0,0.0,,1.4,66.0
2026-08-13 19:00:00,177,29.6,6.0,0.5,0.31,2.5,60.0
2026-08-13 19:00:00,181,27.7,9.0,0.5,0.36,2.3,68.0
2026-08-13 19:00:00,184,28.2,5.0,0.5,0.13,2.4,73.0
2026-08-13 19:00:00,185,25.5,8.0,0.0,0.14,1.4,87.0
2026-08-13 19:00:00,188,27.1,2.0,0.2,,1.1,78.0
2026-08-13 19:00:00,189,26.8,10.0,0.0,0.06,1.0,82.0
2026-08-13 19:00:00,192,27.8,9.0,0.0,0.14,0.5,65.0
2026-08-13 19:00:00,201,27.0,7.0,0.1,,0.8,67.0
2026-08-13 19:00:00,202,28.4,6.0,0.2,,0.9,59.0
2026-08-13 19:00:00,203,27.7,7.0,0.1,,1.1,67.0
2026-08-13 19:00:00,211,24.0,9.0,0.0,,1.2,77.0
2026-08-13 19:00:00,212,26.0,7.0,0.0,,1.5,68.0
2026-08-13 19:00:00,216,22.0,10.0,0.0,0.21,1.2,82.0
2026-08-13 19:00:00,217,24.4,8.0,0.0,,0.5,91.0
2026-08-13 19:00:00,221,22.9,10.0,0.0,,1.1,93.0
2026-08-13 19:00:00,226,26.8,8.0,0.0,,0.4,73.0
2026-08-13 19:00:00,232,27.5,7.0,0.5,,0.8,69.0
2026-08-13 19:00:00,235,28.4,7.0,0.0,0.35,0.3,69.0
2026-08-13 19:00:00,236,27.8,7.0,0.2,,0.8,70.0
2026-08-13 19:00:00,238,27.9,8.0,0.0,,0.2,67.0
2026-08-13 19:00:00,239,28.0,8.0,0.0,0.31,1.9,66.0
2026-08-13 19:00:00,243,26.7,9.0,0.0,,0.9,74.0
2026-08-13 19:00:00,244,27.1,10.0,0.0,,0.5,64.0
2026-08-13 19:00:00,245,27.3,10.0,0.0,0.16,2.3,67.0
2026-08-13 19:00:00,247,28.3,10.0,0.0,,0.6,64.0
2026-08-13 19:00:00,248,24.6,10.0,0.0,,0.7,79.0
2026-08-13 19:00:00,251,28.0,10.0,0.0,0.16,1.6,63.0
2026-08-13 19:00:00,252,26.4,10.0,0.0,0.1,0.6,71.0
2026-08-13 19:00:00,253,27.2,6.0,0.0,0.07,1.3,69.0
2026-08-13 19:00:00,254,28.2,9.0,0.0,0.18,3.4,60.0
2026-08-13 19:00:00,255,28.0,7.0,0.1,0.15,1.7,71.0
2026-08-13 19:00:00,257,24.8,10.0,0.0,0.03,0.3,93.0
2026-08-13 19:00:00,258,27.4,10.0,0.0,0.21,0.2,70.0
2026-08-13 19:00:00,259,27.5,8.0,0.0,0.17,1.5,73.0
2026-08-13 19:00:00,260,27.7,9.0,0.0,,0.9,70.0
2026-08-13 19:00:00,261,26.7,9.0,0.0,,2.5,77.0
2026-08-13 19:00:00,262,27.1,7.0,0.0,0.23,2.1,71.0
2026-08-13 19:00:00,263,28.1,7.0,0.0,0.12,2.9,66.0
2026-08-13 19:00:00,264,28.6,10.0,0.0,0.17,0.5,66.0
2026-08-13 19:00:00,266,28.3,8.0,0.0,0.23,0.9,63.0
2026-08-13 19:00:00,268,26.8,9.0,0.3,,1.0,66.0
2026-08-13 19:00:00,271,24.9,7.0,0.0,,0.7,80.0
2026-08-13 19:00:00,272,26.2,7.0,0.1,,1.3,71.0
2026-08-13 19:00:00,273,26.4,9.0,0.0,,0.6,76.0
2026-08-13 19:00:00,276,28.8,8.0,0.1,0.24,1.9,63.0
2026-08-13 19:00:00,277,24.9,7.0,0.1,,0.4,86.0
2026-08-13 19:00:00,278,29.2,8.0,0.0,,0.8,59.0
2026-08-13 19:00:00,279,30.0,9.0,0.1,0.23,1.3,54.0
2026-08-13 19:00:00,281,27.4,8.0,0.0,,1.5,71.0
2026-08-13 19:00:00,283,27.3,7.0,0.1,0.24,4.7,72.0
2026-08-13 19:00:00,284,26.8,8.0,0.0,0.23,1.6,75.0
2026-08-13 19:00:00,285,29.7,10.0,0.0,,1.9,57.0
2026-08-13 19:00:00,288,27.1,10.0,0.0,0.08,1.8,77.0
2026-08-13 19:00:00,289,27.5,10.0,0.0,,0.7,66.0
2026-08-13 19:00:00,294,26.5,5.0,0.0,,1.5,68.0
2026-08-13 19:00:00,295,26.7,7.0,0.0,,2.4,73.0
2026-08-13 19:00:00,296,27.2,6.0,0.0,0.08,2.5,73.0
2026-08-13 20:00:00,90,23.3,10.0,0.0,0.01,2.2,89.0
2026-08-13 20:00:00,93,25.1,7.0,0.0,0.02,0.7,79.0
2026-08-13 20:00:00,95,24.8,8.0,0.0,0.01,1.4,73.0
2026-08-13 20:00:00,98,26.2,8.0,0.0,0.01,0.4,63.0
2026-08-13 20:00:00,99,23.7,6.0,0.0,0.02,1.2,83.0
2026-08-13 20:00:00,100,19.5,10.0,0.0,0.0,1.2,98.0
2026-08-13 20:00:00,101,25.4,7.0,0.0,0.02,1.2,72.0
2026-08-13 20:00:00,102,23.7,7.0,0.0,0.02,4.2,76.0
2026-08-13 20:00:00,104,22.4,10.0,0.0,0.0,2.9,99.0
2026-08-13 20:00:00,105,22.7,10.0,0.0,0.0,2.2,94.0
2026-08-13 20:00:00,106,23.3,10.0,0.0,0.0,1.1,93.0
2026-08-13 20:00:00,108,28.7,7.0,0.0,0.03,2.6,57.0
2026-08-13 20:00:00,112,28.7,5.0,0.1,0.04,2.0,61.0
2026-08-13 20:00:00,114,26.3,7.0,0.0,0.02,1.3,68.0
2026-08-13 20:00:00,115,25.8,3.0,0.0,0.0,0.4,86.0
2026-08-13 20:00:00,119,28.7,7.0,0.0,0.04,1.2,59.0
2026-08-13 20:00:00,121,24.2,9.0,0.0,0.01,0.8,84.0
2026-08-13 20:00:00,127,27.0,8.0,0.0,0.02,0.2,70.0
2026-08-13 20:00:00,129,26.9,7.0,0.1,0.05,2.1,70.0
2026-08-13 20:00:00,130,24.6,10.0,0.0,,1.1,91.0
2026-08-13 20:00:00,131,29.3,7.0,0.0,0.01,2.2,56.0
2026-08-13 20:00:00,133,27.3,7.0,0.0,0.03,0.6,71.0
2026-08-13 20:00:00,135,24.5,10.0,0.0,0.01,1.5,80.0
2026-08-13 20:00:00,136,26.2,8.0,0.0,0.0,0.1,70.0
2026-08-13 20:00:00,137,26.6,9.0,0.0,0.0,0.4,82.0
2026-08-13 20:00:00,138,26.3,8.0,0.0,0.0,3.5,78.0
2026-08-13 20:00:00,140,26.9,7.0,0.0,,0.7,78.0
2026-08-13 20:00:00,143,28.5,8.0,0.0,0.01,1.5,56.0
2026-08-13 20:00:00,146,27.7,7.0,0.0,0.02,2.1,70.0
2026-08-13 20:00:00,152,25.3,10.0,0.0,0.0,1.4,78.0
2026-08-13 20:00:00,155,26.6,7.0,0.0,0.01,2.1,79.0
2026-08-13 20:00:00,156,27.8,8.0,0.0,2.2,0.2,66.0
2026-08-13 20:00:00,159,26.5,6.0,0.0,0.0,1.6,75.0
2026-08-13 20:00:00,162,26.2,8.0,0.0,0.01,0.1,74.0
2026-08-13 20:00:00,165,26.7,8.0,0.0,0.02,2.7,74.0
2026-08-13 20:00:00,168,27.0,7.0,0.0,0.01,1.3,70.0
2026-08-13 20:00:00,169,25.3,10.0,0.0,0.01,2.7,77.0
2026-08-13 20:00:00,170,26.6,9.0,0.0,0.01,1.5,66.0
2026-08-13 20:00:00,172,26.0,8.0,0.0,0.02,0.4,71.0
2026-08-13 20:00:00,174,25.0,7.0,0.0,,0.7,73.0
2026-08-13 20:00:00,177,28.3,8.0,0.0,0.03,1.8,63.0
2026-08-13 20:00:00,181,25.8,7.0,0.0,0.03,0.5,78.0
2026-08-13 20:00:00,184,27.9,7.0,0.0,0.0,1.7,69.0
2026-08-13 20:00:00,185,25.0,6.0,0.0,0.02,1.7,88.0
2026-08-13 20:00:00,188,26.3,5.0,0.0,,1.2,82.0
2026-08-13 20:00:00,189,26.6,10.0,0.0,0.0,2.0,83.0
2026-08-13 20:00:00,192,26.8,9.0,0.0,0.01,0.8,71.0
2026-08-13 20:00:00,201,25.3,5.0,0.0,,0.7,70.0
2026-08-13 20:00:00,202,27.2,7.0,0.0,,0.7,65.0
2026-08-13 20:00:00,203,26.0,6.0,0.0,,0.2,74.0
2026-08-13 20:00:00,211,23.6,10.0,0.0,,1.5,81.0
2026-08-13 20:00:00,212,24.3,7.0,0.0,,1.1,75.0
2026-08-13 20:00:00,216,21.1,10.0,0.0,0.01,0.5,89.0
2026-08-13 20:00:00,217,23.5,10.0,0.0,,0.8,92.0
2026-08-13 20:00:00,221,22.5,9.0,0.0,,0.1,99.0
2026-08-13 20:00:00,226,24.8,7.0,0.0,,0.3,82.0
2026-08-13 20:00:00,232,26.2,7.0,0.0,,0.1,73.0
2026-08-13 20:00:00,235,26.7,8.0,0.0,0.03,0.4,76.0
2026-08-13 20:00:00,236,26.0,7.0,0.1,,0.0,77.0
2026-08-13 20:00:00,238,26.3,8.0,0.0,,0.8,75.0
2026-08-13 20:00:00,239,27.0,7.0,0.0,0.02,1.5,71.0
2026-08-13 20:00:00,243,26.2,8.0,0.0,,1.0,75.0
2026-08-13 20:00:00,244,25.6,7.0,0.0,,0.8,73.0
2026-08-13 20:00:00,245,26.7,9.0,0.0,0.02,0.7,71.0
2026-08-13 20:00:00,247,27.9,10.0,0.0,,0.5,67.0
2026-08-13 20:00:00,248,23.2,8.0,0.0,,0.3,84.0
2026-08-13 20:00:00,251,26.5,8.0,0.0,0.02,0.5,74.0
2026-08-13 20:00:00,252,25.6,9.0,0.0,0.0,0.1,72.0
2026-08-13 20:00:00,253,26.8,7.0,0.0,0.0,1.5,69.0
2026-08-13 20:00:00,254,27.3,8.0,0.0,0.01,0.7,66.0
2026-08-13 20:00:00,255,27.5,7.0,0.0,0.0,0.3,73.0
2026-08-13 20:00:00,257,24.2,8.0,0.0,0.0,0.4,94.0
2026-08-13 20:00:00,258,26.6,8.0,0.0,0.01,0.4,75.0
2026-08-13 20:00:00,259,27.1,7.0,0.0,0.0,0.9,74.0
2026-08-13 20:00:00,260,26.8,8.0,0.0,,0.8,72.0
2026-08-13 20:00:00,261,26.0,9.0,0.0,,0.5,80.0
2026-08-13 20:00:00,262,26.1,8.0,0.0,0.0,0.9,75.0
2026-08-13 20:00:00,263,27.0,9.0,0.0,0.01,0.6,73.0
2026-08-13 20:00:00,264,26.7,10.0,0.0,0.01,1.2,73.0
2026-08-13 20:00:00,266,27.3,8.0,0.0,0.02,0.9,69.0
2026-08-13 20:00:00,268,25.4,10.0,0.0,,0.9,72.0
2026-08-13 20:00:00,271,24.2,10.0,0.0,,1.2,77.0
2026-08-13 20:00:00,272,25.1,10.0,0.0,,0.2,76.0
2026-08-13 20:00:00,273,24.9,8.0,0.0,,0.9,81.0
2026-08-13 20:00:00,276,26.0,8.0,0.0,0.02,0.6,79.0
2026-08-13 20:00:00,277,24.2,8.0,0.0,,0.6,89.0
2026-08-13 20:00:00,278,27.3,7.0,0.0,,0.3,71.0
2026-08-13 20:00:00,279,28.6,8.0,0.0,0.01,1.0,61.0
2026-08-13 20:00:00,281,26.5,8.0,0.0,,1.4,75.0
2026-08-13 20:00:00,283,26.1,8.0,0.0,0.01,3.5,79.0
2026-08-13 20:00:00,284,24.8,9.0,0.0,0.01,2.3,77.0
2026-08-13 20:00:00,285,28.5,9.0,0.0,,1.0,63.0
2026-08-13 20:00:00,288,26.8,7.0,0.0,0.0,1.3,77.0
2026-08-13 20:00:00,289,26.9,10.0,0.0,,1.0,70.0
2026-08-13 20:00:00,294,26.0,8.0,0.0,,1.1,69.0
2026-08-13 20:00:00,295,26.2,8.0,0.0,,0.9,74.0
2026-08-13 20:00:00,296,26.8,7.0,0.0,0.0,1.7,73.0
2026-08-13 21:00:00,90,23.5,9.0,,,2.7,89.0
2026-08-13 21:00:00,93,24.5,6.0,,,0.2,83.0
2026-08-13 21:00:00,95,23.8,7.0,,,2.2,78.0
2026-08-13 21:00:00,98,25.6,5.0,,,1.0,63.0
2026-08-13 21:00:00,99,22.5,4.0,,,1.5,86.0
2026-08-13 21:00:00,100,19.3,10.0,,,1.8,99.0
2026-08-13 21:00:00,101,24.3,5.0,,,1.1,78.0
2026-08-13 21:00:00,102,24.4,7.0,,,2.5,73.0
2026-08-13 21:00:00,104,22.7,10.0,,,3.0,98.0
2026-08-13 21:00:00,105,22.8,10.0,,,2.4,95.0
2026-08-13 21:00:00,106,23.4,9.0,,,1.7,93.0
2026-08-13 21:00:00,108,27.7,3.0,,,1.6,60.0
2026-08-13 21:00:00,112,28.0,6.0,,,1.6,61.0
2026-08-13 21:00:00,114,26.2,8.0,,,1.5,68.0
2026-08-13 21:00:00,115,25.5,7.0,,,0.5,87.0
2026-08-13 21:00:00,119,27.8,5.0,,,1.0,63.0
2026-08-13 21:00:00,121,23.8,9.0,,,1.4,86.0
2026-08-13 21:00:00,127,26.3,9.0,,,1.2,74.0
2026-08-13 21:00:00,129,25.8,3.0,,,0.1,77.0
2026-08-13 21:00:00,130,24.6,10.0,,,0.8,89.0
2026-08-13 21:00:00,131,28.8,3.0,,,1.2,59.0
2026-08-13 21:00:00,133,26.6,7.0,,,1.3,76.0
2026-08-13 21:00:00,135,23.7,8.0,,,0.7,81.0
2026-08-13 21:00:00,136,26.0,8.0,,,0.9,73.0
2026-08-13 21:00:00,137,26.2,9.0,,,0.0,79.0
2026-08-13 21:00:00,138,26.3,8.0,,,2.8,76.0
2026-08-13 21:00:00,140,26.4,10.0,,,0.4,81.0
2026-08-13 21:00:00,143,27.9,9.0,,,1.1,61.0
2026-08-13 21:00:00,146,27.6,7.0,,,0.7,71.0
2026-08-13 21:00:00,152,25.2,10.0,,,0.4,79.0
2026-08-13 21:00:00,155,26.0,7.0,,,1.4,81.0
2026-08-13 21:00:00,156,27.5,7.0,,,0.1,68.0
2026-08-13 21:00:00,159,26.2,9.0,,,1.6,77.0
2026-08-13 21:00:00,162,25.6,8.0,,,0.6,74.0
2026-08-13 21:00:00,165,26.2,8.0,,,1.3,74.0
2026-08-13 21:00:00,168,26.6,7.0,,,0.5,72.0
2026-08-13 21:00:00,169,25.0,9.0,,,2.4,77.0
2026-08-13 21:00:00,170,25.6,7.0,,,1.1,72.0
2026-08-13 21:00:00,172,24.5,8.0,,,1.2,85.0
2026-08-13 21:00:00,174,23.6,5.0,,,0.3,81.0
2026-08-13 21:00:00,177,27.2,7.0,,,0.7,70.0
2026-08-13 21:00:00,181,24.6,6.0,,,0.2,84.0
2026-08-13 21:00:00,184,27.2,8.0,,,1.7,65.0
2026-08-13 21:00:00,185,25.4,7.0,,,1.9,84.0
2026-08-13 21:00:00,188,25.3,6.0,,,0.7,85.0
2026-08-13 21:00:00,189,26.3,8.0,,,1.0,82.0
2026-08-13 21:00:00,192,26.2,9.0,,,0.7,77.0
2026-08-13 21:00:00,201,25.2,7.0,,,1.0,70.0
2026-08-13 21:00:00,202,25.9,5.0,,,1.5,70.0
2026-08-13 21:00:00,203,24.9,6.0,,,0.2,80.0
2026-08-13 21:00:00,211,23.2,7.0,,,1.0,83.0
2026-08-13 21:00:00,212,23.6,6.0,,,0.0,79.0
2026-08-13 21:00:00,216,20.9,10.0,,,0.2,90.0
2026-08-13 21:00:00,217,22.8,10.0,,,0.8,96.0
2026-08-13 21:00:00,221,22.0,7.0,,,0.1,99.0
2026-08-13 21:00:00,226,24.0,8.0,,,0.2,85.0
2026-08-13 21:00:00,232,24.2,3.0,,,0.1,89.0
2026-08-13 21:00:00,235,25.8,7.0,,,0.4,81.0
2026-08-13 21:00:00,236,25.5,7.0,,,0.0,84.0
2026-08-13 21:00:00,238,25.2,8.0,,,0.0,79.0
2026-08-13 21:00:00,239,26.2,7.0,,,0.9,75.0
2026-08-13 21:00:00,243,25.8,7.0,,,1.1,79.0
2026-08-13 21:00:00,244,23.8,6.0,,,0.7,81.0
2026-08-13 21:00:00,245,25.8,4.0,,,0.3,75.0
2026-08-13 21:00:00,247,26.9,8.0,,,1.3,72.0
2026-08-13 21:00:00,248,21.7,7.0,,,0.5,89.0
2026-08-13 21:00:00,251,24.1,7.0,,,0.3,85.0
2026-08-13 21:00:00,252,25.0,7.0,,,0.0,77.0
2026-08-13 21:00:00,253,26.2,7.0,,,0.4,70.0
2026-08-13 21:00:00,254,26.3,9.0,,,0.8,71.0
2026-08-13 21:00:00,255,27.0,9.0,,,1.1,75.0
2026-08-13 21:00:00,257,23.9,8.0,,,0.6,94.0
2026-08-13 21:00:00,258,25.4,6.0,,,0.2,85.0
2026-08-13 21:00:00,259,25.5,8.0,,,0.4,81.0
2026-08-13 21:00:00,260,25.0,7.0,,,0.7,81.0
2026-08-13 21:00:00,261,25.2,8.0,,,0.0,83.0
2026-08-13 21:00:00,262,25.0,6.0,,,0.5,77.0
2026-08-13 21:00:00,263,26.3,8.0,,,2.4,74.0
2026-08-13 21:00:00,264,25.1,9.0,,,0.8,78.0
2026-08-13 21:00:00,266,26.5,7.0,,,1.3,74.0
2026-08-13 21:00:00,268,24.2,8.0,,,0.1,79.0
2026-08-13 21:00:00,271,22.0,10.0,,,1.0,92.0
2026-08-13 21:00:00,272,24.9,8.0,,,1.4,77.0
2026-08-13 21:00:00,273,26.1,9.0,,,1.3,74.0
2026-08-13 21:00:00,276,24.8,9.0,,,0.5,86.0
2026-08-13 21:00:00,277,24.1,7.0,,,0.1,90.0
2026-08-13 21:00:00,278,25.6,7.0,,,0.0,77.0
2026-08-13 21:00:00,279,27.4,10.0,,,0.6,66.0
2026-08-13 21:00:00,281,25.6,8.0,,,1.7,80.0
2026-08-13 21:00:00,283,25.2,7.0,,,2.4,84.0
2026-08-13 21:00:00,284,24.1,9.0,,,0.9,80.0
2026-08-13 21:00:00,285,27.8,9.0,,,0.8,66.0
2026-08-13 21:00:00,288,26.4,9.0,,,1.1,78.0
2026-08-13 21:00:00,289,26.2,9.0,,,2.1,74.0
2026-08-13 21:00:00,294,25.3,7.0,,,0.8,73.0
2026-08-13 21:00:00,295,25.9,9.0,,,0.8,77.0
2026-08-13 21:00:00,296,25.7,7.0,,,1.8,81.0
2026-08-13 22:00:00,90,23.8,7.0,,,2.3,88.0
2026-08-13 22:00:00,93,23.2,5.0,,,0.4,90.0
2026-08-13 22:00:00,95,23.5,8.0,,,3.3,81.0
2026-08-13 22:00:00,98,25.2,4.0,,,1.4,65.0
2026-08-13 22:00:00,99,23.3,5.0,,,0.9,79.0
2026-08-13 22:00:00,100,19.4,8.0,,,1.3,99.0
2026-08-13 22:00:00,101,23.4,3.0,,,0.2,81.0
2026-08-13 22:00:00,102,23.8,8.0,,,1.9,78.0
2026-08-13 22:00:00,104,22.7,10.0,,,1.7,99.0
2026-08-13 22:00:00,105,23.2,10.0,,,3.0,93.0
2026-08-13 22:00:00,106,23.7,9.0,,,1.3,91.0
2026-08-13 22:00:00,108,27.0,3.0,,,2.2,63.0
2026-08-13 22:00:00,112,27.2,3.0,,,2.2,65.0
2026-08-13 22:00:00,114,25.4,7.0,,,0.7,72.0
2026-08-13 22:00:00,115,25.4,8.0,,,0.8,88.0
2026-08-13 22:00:00,119,26.8,3.0,,,1.2,66.0
2026-08-13 22:00:00,121,22.9,10.0,,,1.4,92.0
2026-08-13 22:00:00,127,25.1,8.0,,,1.0,79.0
2026-08-13 22:00:00,129,25.0,3.0,,,0.5,82.0
2026-08-13 22:00:00,130,24.8,10.0,,,0.1,88.0
2026-08-13 22:00:00,131,28.1,3.0,,,0.7,62.0
2026-08-13 22:00:00,133,26.2,3.0,,,0.6,79.0
2026-08-13 22:00:00,135,23.2,8.0,,,0.6,83.0
2026-08-13 22:00:00,136,25.3,9.0,,,0.0,75.0
2026-08-13 22:00:00,137,25.0,8.0,,,0.3,85.0
2026-08-13 22:00:00,138,26.1,7.0,,,3.0,77.0
2026-08-13 22:00:00,140,25.7,5.0,,,0.3,82.0
2026-08-13 22:00:00,143,27.4,8.0,,,1.0,63.0
2026-08-13 22:00:00,146,26.7,6.0,,,1.6,74.0
2026-08-13 22:00:00,152,25.0,10.0,,,0.6,82.0
2026-08-13 22:00:00,155,25.5,6.0,,,0.8,82.0
2026-08-13 22:00:00,156,27.5,7.0,,,0.2,68.0
2026-08-13 22:00:00,159,26.0,7.0,,,1.5,75.0
2026-08-13 22:00:00,162,25.1,6.0,,,0.4,75.0
2026-08-13 22:00:00,165,25.9,7.0,,,1.9,75.0
2026-08-13 22:00:00,168,26.4,6.0,,,1.0,75.0
2026-08-13 22:00:00,169,25.0,10.0,,,2.1,79.0
2026-08-13 22:00:00,170,25.4,8.0,,,0.9,74.0
2026-08-13 22:00:00,172,24.2,8.0,,,0.9,90.0
2026-08-13 22:00:00,174,22.6,6.0,,,0.1,85.0
2026-08-13 22:00:00,177,25.5,3.0,,,2.0,80.0
2026-08-13 22:00:00,181,23.9,3.0,,,0.0,86.0
2026-08-13 22:00:00,184,26.7,9.0,,,2.0,59.0
2026-08-13 22:00:00,185,25.6,7.0,,,2.8,85.0
2026-08-13 22:00:00,188,25.0,7.0,,,0.7,87.0
2026-08-13 22:00:00,189,25.6,7.0,,,1.3,77.0
2026-08-13 22:00:00,192,25.8,8.0,,,1.2,79.0
2026-08-13 22:00:00,201,25.8,3.0,,,1.6,66.0
2026-08-13 22:00:00,202,25.2,3.0,,,0.4,72.0
2026-08-13 22:00:00,203,24.1,5.0,,,0.1,82.0
2026-08-13 22:00:00,211,22.1,7.0,,,0.6,90.0
2026-08-13 22:00:00,212,23.1,6.0,,,0.0,83.0
2026-08-13 22:00:00,216,20.6,9.0,,,0.3,92.0
2026-08-13 22:00:00,217,22.7,9.0,,,0.3,96.0
2026-08-13 22:00:00,221,21.9,10.0,,,0.0,99.0
2026-08-13 22:00:00,226,23.0,7.0,,,0.2,90.0
2026-08-13 22:00:00,232,23.8,5.0,,,0.2,94.0
2026-08-13 22:00:00,235,25.6,6.0,,,0.4,82.0
2026-08-13 22:00:00,236,24.7,6.0,,,0.0,86.0
2026-08-13 22:00:00,238,24.3,6.0,,,0.2,84.0
2026-08-13 22:00:00,239,25.1,5.0,,,1.0,81.0
2026-08-13 22:00:00,243,25.2,7.0,,,0.4,83.0
2026-08-13 22:00:00,244,22.8,7.0,,,0.7,86.0
2026-08-13 22:00:00,245,25.1,8.0,,,0.9,79.0
2026-08-13 22:00:00,247,25.4,7.0,,,1.5,74.0
2026-08-13 22:00:00,248,20.4,7.0,,,0.4,93.0
2026-08-13 22:00:00,251,23.5,8.0,,,0.0,89.0
2026-08-13 22:00:00,252,24.2,8.0,,,0.7,84.0
2026-08-13 22:00:00,253,25.9,3.0,,,0.6,70.0
2026-08-13 22:00:00,254,25.2,4.0,,,1.9,76.0
2026-08-13 22:00:00,255,26.6,5.0,,,0.3,78.0
2026-08-13 22:00:00,257,23.6,7.0,,,0.7,93.0
2026-08-13 22:00:00,258,25.0,6.0,,,0.4,85.0
2026-08-13 22:00:00,259,25.0,8.0,,,0.4,82.0
2026-08-13 22:00:00,260,24.3,8.0,,,0.3,83.0
2026-08-13 22:00:00,261,24.4,8.0,,,0.0,86.0
2026-08-13 22:00:00,262,24.1,6.0,,,0.2,82.0
2026-08-13 22:00:00,263,25.2,7.0,,,0.7,81.0
2026-08-13 22:00:00,264,23.8,6.0,,,0.4,84.0
2026-08-13 22:00:00,266,25.9,6.0,,,0.5,77.0
2026-08-13 22:00:00,268,24.1,9.0,,,0.2,81.0
2026-08-13 22:00:00,271,21.6,9.0,,,0.0,97.0
2026-08-13 22:00:00,272,24.3,7.0,,,0.2,83.0
2026-08-13 22:00:00,273,25.2,7.0,,,1.1,77.0
2026-08-13 22:00:00,276,23.5,6.0,,,0.1,92.0
2026-08-13 22:00:00,277,24.1,7.0,,,0.3,89.0
2026-08-13 22:00:00,278,24.4,8.0,,,0.4,81.0
2026-08-13 22:00:00,279,26.6,9.0,,,0.5,70.0
2026-08-13 22:00:00,281,25.0,10.0,,,1.7,83.0
2026-08-13 22:00:00,283,25.0,10.0,,,2.8,85.0
2026-08-13 22:00:00,284,23.9,8.0,,,0.4,80.0
2026-08-13 22:00:00,285,27.2,7.0,,,1.2,70.0
2026-08-13 22:00:00,288,26.1,7.0,,,0.9,79.0
2026-08-13 22:00:00,289,25.5,7.0,,,1.3,77.0
2026-08-13 22:00:00,294,24.4,5.0,,,0.6,74.0
2026-08-13 22:00:00,295,24.7,8.0,,,0.9,73.0
2026-08-13 22:00:00,296,25.0,5.0,,,1.3,84.0
2026-08-13 23:00:00,90,24.0,9.0,,,2.1,86.0
2026-08-13 23:00:00,93,23.1,5.0,,,0.5,88.0
2026-08-13 23:00:00,95,23.3,8.0,,,2.3,84.0
2026-08-13 23:00:00,98,24.7,6.0,,,1.8,67.0
2026-08-13 23:00:00,99,22.8,7.0,,,1.1,83.0
2026-08-13 23:00:00,100,19.5,10.0,,,0.9,99.0
2026-08-13 23:00:00,101,23.2,3.0,,,0.8,80.0
2026-08-13 23:00:00,102,24.5,10.0,,,0.8,73.0
2026-08-13 23:00:00,104,22.8,10.0,,,2.0,99.0
2026-08-13 23:00:00,105,23.1,10.0,,,2.3,95.0
2026-08-13 23:00:00,106,23.4,10.0,,,1.3,94.0
2026-08-13 23:00:00,108,26.3,3.0,,,1.4,65.0
2026-08-13 23:00:00,112,26.6,3.0,,,2.1,69.0
2026-08-13 23:00:00,114,25.3,10.0,,,1.5,73.0
2026-08-13 23:00:00,115,25.3,8.0,,,0.3,89.0
2026-08-13 23:00:00,119,26.5,3.0,,,1.3,67.0
2026-08-13 23:00:00,121,22.2,10.0,,,1.3,95.0
2026-08-13 23:00:00,127,25.2,10.0,,,0.4,79.0
2026-08-13 23:00:00,129,24.5,3.0,,,0.6,86.0
2026-08-13 23:00:00,130,24.9,9.0,,,0.9,90.0
2026-08-13 23:00:00,131,27.2,3.0,,,1.1,66.0
2026-08-13 23:00:00,133,25.4,6.0,,,1.8,82.0
2026-08-13 23:00:00,135,22.5,8.0,,,0.7,87.0
2026-08-13 23:00:00,136,24.1,7.0,,,0.0,79.0
2026-08-13 23:00:00,137,24.7,7.0,,,0.1,85.0
2026-08-13 23:00:00,138,26.0,6.0,,,2.8,76.0
2026-08-13 23:00:00,140,25.0,5.0,,,0.0,87.0
2026-08-13 23:00:00,143,27.2,10.0,,,0.7,67.0
2026-08-13 23:00:00,146,26.2,5.0,,,1.3,74.0
2026-08-13 23:00:00,152,24.8,10.0,,,0.9,83.0
2026-08-13 23:00:00,155,25.0,6.0,,,1.0,84.0
2026-08-13 23:00:00,156,27.1,9.0,,,1.1,70.0
2026-08-13 23:00:00,159,25.8,5.0,,,0.2,75.0
