TM,STN,TA,WS,HM,CA_TOT,SS,SI
2025-03-01 00:00:00,105,10.6,2.3,33.0,0.0,,
2025-03-01 00:00:00,108,6.2,1.8,75.0,0.0,,
2025-03-01 00:00:00,112,2.9,2.0,95.0,5.0,,
2025-03-01 00:00:00,119,2.6,1.0,85.0,0.0,,
2025-03-01 00:00:00,133,5.4,1.7,77.0,0.0,,
2025-03-01 00:00:00,143,6.2,0.7,66.0,0.0,,
2025-03-01 00:00:00,146,6.1,1.0,82.0,0.0,,
2025-03-01 00:00:00,156,7.9,0.1,84.0,0.0,,
2025-03-01 00:00:00,159,10.0,2.1,75.0,0.0,,
2025-03-01 00:00:00,184,10.9,3.0,80.0,9.0,,
2025-03-01 01:00:00,105,10.5,2.5,35.0,0.0,,
2025-03-01 01:00:00,108,5.4,1.6,78.0,0.0,,
2025-03-01 01:00:00,112,2.3,1.9,98.0,10.0,,
2025-03-01 01:00:00,119,1.5,0.8,87.0,0.0,,
2025-03-01 01:00:00,133,4.9,1.4,80.0,0.0,,
2025-03-01 01:00:00,143,5.3,1.0,68.0,0.0,,
2025-03-01 01:00:00,146,5.6,1.1,85.0,0.0,,
2025-03-01 01:00:00,156,7.5,0.0,84.0,0.0,,
2025-03-01 01:00:00,159,9.2,2.8,79.0,0.0,,
2025-03-01 01:00:00,184,10.7,1.8,78.0,9.0,,
2025-03-01 02:00:00,105,9.9,2.0,37.0,0.0,,
2025-03-01 02:00:00,108,5.0,0.8,80.0,0.0,,
2025-03-01 02:00:00,112,1.0,2.6,99.0,10.0,,
2025-03-01 02:00:00,119,1.0,0.1,90.0,0.0,,
2025-03-01 02:00:00,133,3.9,0.0,83.0,0.0,,
2025-03-01 02:00:00,143,4.7,0.2,71.0,0.0,,
2025-03-01 02:00:00,146,4.7,1.1,86.0,0.0,,
2025-03-01 02:00:00,156,6.8,0.6,88.0,0.0,,
2025-03-01 02:00:00,159,8.8,2.8,80.0,0.0,,
2025-03-01 02:00:00,184,10.4,1.5,77.0,0.0,,
2025-03-01 03:00:00,105,9.4,3.1,38.0,0.0,,
2025-03-01 03:00:00,108,4.7,1.6,81.0,0.0,,
2025-03-01 03:00:00,112,1.2,1.9,100.0,10.0,,
2025-03-01 03:00:00,119,0.4,0.9,90.0,0.0,,
2025-03-01 03:00:00,133,3.3,1.6,87.0,0.0,,
2025-03-01 03:00:00,143,3.9,1.6,75.0,0.0,,
2025-03-01 03:00:00,146,4.3,1.0,88.0,0.0,,
2025-03-01 03:00:00,156,6.2,0.8,88.0,0.0,,
2025-03-01 03:00:00,159,9.3,3.6,81.0,0.0,,
2025-03-01 03:00:00,184,9.6,1.6,79.0,8.0,,
2025-03-01 04:00:00,105,9.1,3.0,42.0,6.0,,
2025-03-01 04:00:00,108,4.2,1.9,82.0,1.0,,
2025-03-01 04:00:00,112,1.2,0.8,100.0,10.0,,
2025-03-01 04:00:00,119,-0.3,0.7,91.0,0.0,,
2025-03-01 04:00:00,133,3.0,0.0,89.0,0.0,,
2025-03-01 04:00:00,143,3.1,0.8,80.0,0.0,,
2025-03-01 04:00:00,146,4.2,1.2,89.0,0.0,,
2025-03-01 04:00:00,156,5.8,0.7,90.0,0.0,,
2025-03-01 04:00:00,159,9.0,1.9,81.0,0.0,,
2025-03-01 04:00:00,184,9.5,1.1,78.0,9.0,,
2025-03-01 05:00:00,105,9.0,3.4,40.0,0.0,,
2025-03-01 05:00:00,108,3.5,2.2,83.0,6.0,,
2025-03-01 05:00:00,112,1.6,1.2,100.0,10.0,,
2025-03-01 05:00:00,119,-0.2,0.1,92.0,6.0,,
2025-03-01 05:00:00,133,2.2,1.0,89.0,0.0,,
2025-03-01 05:00:00,143,2.6,2.0,82.0,6.0,,
2025-03-01 05:00:00,146,3.7,1.7,89.0,0.0,,
2025-03-01 05:00:00,156,5.7,0.1,88.0,9.0,,
2025-03-01 05:00:00,159,8.4,1.0,82.0,0.0,,
2025-03-01 05:00:00,184,9.9,1.7,78.0,9.0,,
2025-03-01 06:00:00,105,8.1,2.7,42.0,5.0,,
2025-03-01 06:00:00,108,3.4,2.2,84.0,6.0,,
2025-03-01 06:00:00,112,2.1,2.7,100.0,10.0,,
2025-03-01 06:00:00,119,0.1,0.0,92.0,6.0,,
2025-03-01 06:00:00,133,2.2,0.0,90.0,6.0,,
2025-03-01 06:00:00,143,2.1,0.7,83.0,1.0,,
2025-03-01 06:00:00,146,3.9,1.4,88.0,0.0,,
2025-03-01 06:00:00,156,5.6,1.1,88.0,0.0,,
2025-03-01 06:00:00,159,8.1,3.7,84.0,0.0,,
2025-03-01 06:00:00,184,10.3,0.7,78.0,6.0,,
2025-03-01 07:00:00,105,7.8,2.1,42.0,6.0,0.0,0.0
2025-03-01 07:00:00,108,3.6,1.8,86.0,7.0,,
2025-03-01 07:00:00,112,2.9,2.4,98.0,7.0,,
2025-03-01 07:00:00,119,0.1,0.3,92.0,8.0,,
2025-03-01 07:00:00,133,1.7,1.2,91.0,3.0,,
2025-03-01 07:00:00,143,1.7,0.8,85.0,1.0,0.0,0.0
2025-03-01 07:00:00,146,3.9,1.0,89.0,3.0,,
2025-03-01 07:00:00,156,7.1,2.1,88.0,9.0,,
2025-03-01 07:00:00,159,8.2,2.2,84.0,2.0,0.0,0.0
2025-03-01 07:00:00,184,10.3,1.2,77.0,9.0,,
2025-03-01 08:00:00,105,8.1,1.7,41.0,9.0,0.1,0.17
2025-03-01 08:00:00,108,4.1,1.9,83.0,8.0,0.0,0.1
2025-03-01 08:00:00,112,2.9,2.1,95.0,8.0,0.0,0.09
2025-03-01 08:00:00,119,0.7,0.1,92.0,9.0,0.0,0.1
2025-03-01 08:00:00,133,2.4,1.2,87.0,4.0,0.1,0.15
2025-03-01 08:00:00,143,3.5,0.1,83.0,8.0,0.5,0.23
2025-03-01 08:00:00,146,5.6,1.0,80.0,6.0,0.2,0.13
2025-03-01 08:00:00,156,6.4,0.2,87.0,9.0,0.0,0.12
2025-03-01 08:00:00,159,10.0,2.8,78.0,7.0,0.6,0.25
2025-03-01 08:00:00,184,10.8,0.9,78.0,10.0,0.0,0.01
2025-03-01 09:00:00,105,8.9,0.8,42.0,8.0,0.1,0.56
2025-03-01 09:00:00,108,5.6,2.4,78.0,10.0,0.0,0.36
2025-03-01 09:00:00,112,4.1,2.3,91.0,9.0,0.0,0.27
2025-03-01 09:00:00,119,3.7,0.6,86.0,10.0,0.0,0.29
2025-03-01 09:00:00,133,4.9,1.1,79.0,7.0,0.7,0.6
2025-03-01 09:00:00,143,6.2,0.9,71.0,8.0,0.7,0.71
2025-03-01 09:00:00,146,8.1,1.1,76.0,10.0,0.0,0.21
2025-03-01 09:00:00,156,8.1,1.3,83.0,10.0,0.0,0.3
2025-03-01 09:00:00,159,11.9,4.1,72.0,9.0,1.0,0.95
2025-03-01 09:00:00,184,11.7,1.2,79.0,8.0,0.1,0.26
