TM,STN,TA,WS,HM,CA_TOT,SS,SI
2021-08-01 03:00:00,156,26.9,0.0,86.0,10.0,,
2021-08-01 03:00:00,159,26.9,3.2,88.0,4.0,,
2021-08-01 03:00:00,184,26.3,0.7,90.0,6.0,,
2021-08-01 04:00:00,105,27.3,0.8,82.0,3.0,,
2021-08-01 04:00:00,108,27.1,1.6,76.0,9.0,,
2021-08-01 04:00:00,112,26.9,1.4,75.0,10.0,,
2021-08-01 04:00:00,119,25.8,0.0,92.0,9.0,,
2021-08-01 04:00:00,133,25.9,0.4,90.0,4.0,,
2021-08-01 04:00:00,143,26.4,0.2,90.0,7.0,,
2021-08-01 04:00:00,146,26.0,0.6,79.0,8.0,,
2021-08-01 04:00:00,156,26.5,0.2,93.0,10.0,,
2021-08-01 04:00:00,159,26.9,0.9,88.0,3.0,,
2021-08-01 04:00:00,184,26.5,0.8,87.0,8.0,,
2021-08-01 05:00:00,105,26.9,1.0,83.0,4.0,,
2021-08-01 05:00:00,108,27.0,0.1,77.0,8.0,,
2021-08-01 05:00:00,112,26.9,2.1,77.0,10.0,,
2021-08-01 05:00:00,119,25.7,0.2,93.0,7.0,,
2021-08-01 05:00:00,133,25.4,0.6,93.0,6.0,,
2021-08-01 05:00:00,143,26.0,1.0,90.0,8.0,,
2021-08-01 05:00:00,146,25.9,0.8,79.0,7.0,,
2021-08-01 05:00:00,156,26.3,0.4,95.0,10.0,,
2021-08-01 05:00:00,159,26.8,0.3,90.0,0.0,,
2021-08-01 05:00:00,184,26.5,0.6,89.0,9.0,,
2021-08-01 06:00:00,105,26.7,0.5,83.0,4.0,0.0,0.02
2021-08-01 06:00:00,108,26.9,1.0,78.0,9.0,0.0,0.01
2021-08-01 06:00:00,112,26.8,1.0,82.0,10.0,0.0,0.0
2021-08-01 06:00:00,119,26.1,0.5,92.0,9.0,0.0,0.0
2021-08-01 06:00:00,133,25.5,0.6,94.0,5.0,0.0,0.01
2021-08-01 06:00:00,143,26.3,0.3,90.0,5.0,0.0,0.03
2021-08-01 06:00:00,146,25.7,0.1,81.0,7.0,0.0,0.01
2021-08-01 06:00:00,156,26.1,0.0,96.0,4.0,0.0,0.06
2021-08-01 06:00:00,159,26.6,0.0,93.0,2.0,0.0,0.01
2021-08-01 06:00:00,184,26.8,1.1,90.0,9.0,0.0,0.0
2021-08-01 07:00:00,105,27.4,0.8,83.0,5.0,0.0,0.29
2021-08-01 07:00:00,108,26.9,0.7,79.0,9.0,0.0,0.11
2021-08-01 07:00:00,112,26.8,2.2,80.0,10.0,0.0,0.07
2021-08-01 07:00:00,119,26.5,1.1,91.0,9.0,0.0,0.07
2021-08-01 07:00:00,133,26.3,0.8,88.0,6.0,0.9,0.33
2021-08-01 07:00:00,143,26.8,0.3,89.0,8.0,0.0,0.25
2021-08-01 07:00:00,146,26.1,1.2,78.0,10.0,0.1,0.18
2021-08-01 07:00:00,156,27.0,0.9,94.0,4.0,0.6,0.41
2021-08-01 07:00:00,159,27.2,0.8,88.0,3.0,0.3,0.31
2021-08-01 07:00:00,184,27.3,0.8,87.0,9.0,0.0,0.06
2021-08-01 08:00:00,105,29.3,1.0,77.0,6.0,0.4,0.67
2021-08-01 08:00:00,108,27.4,1.6,77.0,10.0,0.0,0.28
2021-08-01 08:00:00,112,26.7,1.3,80.0,10.0,0.0,0.24
2021-08-01 08:00:00,119,27.4,1.2,86.0,10.0,0.0,0.41
2021-08-01 08:00:00,133,28.0,0.4,77.0,9.0,0.8,0.92
2021-08-01 08:00:00,143,28.0,1.2,84.0,7.0,0.5,0.79
2021-08-01 08:00:00,146,28.2,0.9,70.0,10.0,0.1,0.73
2021-08-01 08:00:00,156,27.7,0.2,91.0,8.0,0.4,0.9
2021-08-01 08:00:00,159,29.3,1.9,77.0,7.0,0.6,0.91
2021-08-01 08:00:00,184,27.6,0.7,90.0,10.0,0.0,0.18
2021-08-01 09:00:00,105,30.6,1.8,74.0,5.0,0.8,1.16
2021-08-01 09:00:00,108,27.5,1.0,77.0,10.0,0.0,0.32
2021-08-01 09:00:00,112,26.5,1.4,82.0,10.0,0.0,0.29
2021-08-01 09:00:00,119,27.8,1.1,83.0,10.0,0.0,0.37
2021-08-01 09:00:00,133,28.5,0.6,78.0,10.0,0.0,0.68
2021-08-01 09:00:00,143,30.1,1.5,74.0,8.0,0.8,1.57
2021-08-01 09:00:00,146,28.4,0.2,76.0,9.0,0.0,0.61
2021-08-01 09:00:00,156,29.3,0.4,84.0,8.0,0.4,1.41
2021-08-01 09:00:00,159,30.1,0.3,77.0,6.0,0.3,1.14
2021-08-01 09:00:00,184,28.2,1.9,85.0,10.0,0.0,0.5
2021-08-01 10:00:00,105,31.7,1.7,67.0,7.0,0.7,1.93
2021-08-01 10:00:00,108,26.3,2.1,86.0,10.0,0.0,0.16
2021-08-01 10:00:00,112,26.5,0.8,86.0,10.0,0.0,0.31
2021-08-01 10:00:00,119,28.0,2.1,84.0,10.0,0.0,0.59
2021-08-01 10:00:00,133,27.8,0.7,82.0,10.0,0.1,0.7
2021-08-01 10:00:00,143,31.4,1.0,61.0,8.0,0.4,1.83
2021-08-01 10:00:00,146,28.9,0.9,70.0,10.0,0.1,1.21
2021-08-01 10:00:00,156,30.5,1.1,76.0,8.0,0.7,2.0
2021-08-01 10:00:00,159,31.5,3.0,70.0,4.0,1.0,2.5
2021-08-01 10:00:00,184,29.3,2.2,77.0,9.0,0.0,0.95
2021-08-01 11:00:00,105,32.5,2.4,65.0,7.0,0.4,2.01
2021-08-01 11:00:00,108,26.8,1.0,87.0,10.0,0.0,0.58
2021-08-01 11:00:00,112,26.8,1.2,81.0,10.0,0.0,0.62
2021-08-01 11:00:00,119,28.4,2.5,83.0,10.0,0.0,1.17
2021-08-01 11:00:00,133,29.9,0.9,67.0,10.0,0.1,1.67
2021-08-01 11:00:00,143,32.2,1.8,52.0,6.0,1.0,2.88
2021-08-01 11:00:00,146,30.7,0.8,67.0,9.0,0.0,1.35
2021-08-01 11:00:00,156,30.1,2.2,73.0,9.0,0.1,1.56
2021-08-01 11:00:00,159,32.0,1.7,67.0,2.0,1.0,2.94
2021-08-01 11:00:00,184,29.5,2.6,80.0,9.0,0.0,1.33
2021-08-01 12:00:00,105,33.5,2.0,58.0,6.0,0.7,2.57
2021-08-01 12:00:00,108,28.1,0.6,80.0,10.0,0.0,1.31
2021-08-01 12:00:00,112,27.5,2.0,79.0,10.0,0.0,0.96
2021-08-01 12:00:00,119,28.3,0.7,88.0,10.0,0.0,0.78
2021-08-01 12:00:00,133,30.6,0.8,70.0,8.0,0.3,1.78
2021-08-01 12:00:00,143,32.9,1.7,51.0,6.0,0.9,2.9
2021-08-01 12:00:00,146,31.9,1.1,60.0,9.0,0.2,1.98
2021-08-01 12:00:00,156,31.2,2.2,74.0,9.0,0.2,1.81
2021-08-01 12:00:00,159,31.4,2.4,77.0,3.0,1.0,3.31
2021-08-01 12:00:00,184,30.4,2.2,76.0,9.0,0.0,1.65
2021-08-01 13:00:00,105,33.9,1.3,59.0,6.0,0.2,1.64
2021-08-01 13:00:00,108,28.7,1.3,81.0,10.0,0.0,0.96
2021-08-01 13:00:00,112,27.7,1.4,67.0,10.0,0.0,0.66
2021-08-01 13:00:00,119,28.3,1.3,86.0,10.0,0.0,0.68
2021-08-01 13:00:00,133,31.8,1.0,68.0,8.0,0.6,2.38
2021-08-01 13:00:00,143,32.5,2.5,55.0,9.0,0.7,2.33
2021-08-01 13:00:00,146,32.3,1.4,59.0,10.0,0.2,2.03
2021-08-01 13:00:00,156,32.4,3.0,68.0,9.0,0.5,2.47
2021-08-01 13:00:00,159,30.4,4.3,81.0,7.0,0.5,2.44
2021-08-01 13:00:00,184,31.8,2.2,71.0,3.0,0.6,2.75
2021-08-01 14:00:00,105,32.8,2.0,68.0,8.0,0.1,1.29
2021-08-01 14:00:00,108,27.7,1.4,80.0,10.0,0.0,0.59
2021-08-01 14:00:00,112,27.8,2.0,72.0,10.0,0.0,0.64
2021-08-01 14:00:00,119,28.0,2.3,89.0,10.0,0.0,0.66
2021-08-01 14:00:00,133,30.0,1.5,80.0,10.0,0.0,0.58
2021-08-01 14:00:00,143,29.8,4.3,66.0,8.0,0.3,1.68
2021-08-01 14:00:00,146,28.6,2.6,78.0,10.0,0.1,1.39
2021-08-01 14:00:00,156,31.3,3.6,66.0,9.0,0.1,1.54
2021-08-01 14:00:00,159,29.6,3.2,82.0,8.0,0.2,1.86
2021-08-01 14:00:00,184,29.7,2.6,80.0,2.0,1.0,3.26
2021-08-01 15:00:00,105,32.4,1.6,70.0,9.0,0.2,1.09
2021-08-01 15:00:00,108,28.0,1.0,76.0,10.0,0.0,0.64
2021-08-01 15:00:00,112,28.1,1.9,65.0,10.0,0.0,0.8
2021-08-01 15:00:00,119,28.7,0.7,85.0,10.0,0.0,0.94
2021-08-01 15:00:00,133,29.4,1.6,92.0,9.0,0.1,0.95
2021-08-01 15:00:00,143,30.6,4.1,61.0,9.0,0.7,2.49
2021-08-01 15:00:00,146,28.8,0.8,78.0,10.0,0.0,0.84
2021-08-01 15:00:00,156,31.2,2.3,69.0,8.0,0.2,1.57
2021-08-01 15:00:00,159,31.6,3.0,71.0,5.0,0.9,2.9
2021-08-01 15:00:00,184,30.4,2.7,75.0,5.0,1.0,2.96
2021-08-01 16:00:00,105,32.5,2.5,67.0,8.0,0.3,1.46
2021-08-01 16:00:00,108,28.6,1.3,82.0,10.0,0.0,0.67
2021-08-01 16:00:00,112,28.2,0.3,65.0,10.0,0.0,0.56
2021-08-01 16:00:00,119,29.1,1.0,87.0,10.0,0.0,0.59
2021-08-01 16:00:00,133,29.7,0.8,89.0,8.0,0.3,1.19
2021-08-01 16:00:00,143,27.3,0.8,74.0,10.0,0.0,0.36
2021-08-01 16:00:00,146,24.5,2.1,95.0,10.0,0.0,0.15
2021-08-01 16:00:00,156,31.5,2.2,72.0,9.0,0.1,1.4
2021-08-01 16:00:00,159,30.3,4.4,80.0,5.0,1.0,2.39
2021-08-01 16:00:00,184,30.4,3.0,78.0,7.0,0.8,2.11
2021-08-01 17:00:00,105,31.1,3.1,72.0,7.0,0.0,0.54
2021-08-01 17:00:00,108,28.6,1.9,79.0,10.0,0.0,0.52
2021-08-01 17:00:00,112,28.1,2.3,71.0,10.0,0.0,0.62
2021-08-01 17:00:00,119,28.3,1.7,93.0,10.0,0.0,0.41
2021-08-01 17:00:00,133,29.4,1.7,90.0,10.0,0.0,0.59
2021-08-01 17:00:00,143,27.5,1.5,78.0,10.0,0.0,0.31
2021-08-01 17:00:00,146,25.6,2.0,92.0,10.0,0.0,0.24
2021-08-01 17:00:00,156,29.0,3.1,89.0,9.0,0.0,0.46
2021-08-01 17:00:00,159,30.2,4.3,80.0,7.0,0.9,1.85
2021-08-01 17:00:00,184,30.6,3.1,76.0,4.0,0.8,1.65
2021-08-01 18:00:00,105,30.4,2.4,74.0,10.0,0.0,0.21
2021-08-01 18:00:00,108,28.5,1.4,80.0,10.0,0.0,0.33
2021-08-01 18:00:00,112,27.6,2.2,77.0,10.0,0.0,0.26
2021-08-01 18:00:00,119,28.2,0.9,90.0,10.0,0.0,0.23
2021-08-01 18:00:00,133,28.2,1.8,96.0,10.0,0.0,0.16
2021-08-01 18:00:00,143,27.3,3.5,77.0,10.0,0.0,0.02
2021-08-01 18:00:00,146,24.9,0.6,96.0,10.0,0.0,0.07
2021-08-01 18:00:00,156,28.2,1.7,86.0,10.0,0.0,0.41
2021-08-01 18:00:00,159,29.5,3.6,80.0,7.0,0.6,0.9
2021-08-01 18:00:00,184,29.4,2.9,83.0,7.0,0.5,0.89
2021-08-01 19:00:00,105,29.7,2.3,79.0,10.0,0.0,0.04
2021-08-01 19:00:00,108,28.4,1.7,78.0,10.0,0.0,0.07
2021-08-01 19:00:00,112,27.1,2.0,81.0,10.0,0.0,0.06
2021-08-01 19:00:00,119,26.2,2.0,97.0,10.0,0.0,0.01
2021-08-01 19:00:00,133,26.9,1.6,93.0,10.0,0.0,0.04
2021-08-01 19:00:00,143,26.3,2.0,85.0,10.0,0.0,0.0
2021-08-01 19:00:00,146,25.0,1.0,96.0,10.0,0.0,0.06
2021-08-01 19:00:00,156,25.8,1.2,99.0,10.0,0.0,0.12
2021-08-01 19:00:00,159,29.4,1.1,77.0,7.0,0.3,0.38
2021-08-01 19:00:00,184,29.4,1.2,82.0,8.0,0.2,0.25
2021-08-01 20:00:00,105,28.8,2.4,85.0,10.0,0.0,0.0
2021-08-01 20:00:00,108,26.2,1.7,92.0,10.0,0.0,0.01
2021-08-01 20:00:00,112,26.0,2.0,83.0,10.0,0.0,0.0
2021-08-01 20:00:00,119,25.7,2.5,98.0,10.0,0.0,0.0
2021-08-01 20:00:00,133,25.4,1.7,97.0,10.0,0.0,0.0
2021-08-01 20:00:00,143,25.7,0.6,91.0,10.0,0.0,0.0
2021-08-01 20:00:00,146,25.2,1.0,94.0,10.0,0.0,0.01
2021-08-01 20:00:00,156,25.8,0.6,99.0,10.0,0.0,0.07
2021-08-01 20:00:00,159,29.3,3.9,75.0,8.0,0.0,0.02
2021-08-01 20:00:00,184,29.1,1.9,81.0,9.0,0.0,0.0
2021-08-01 21:00:00,105,28.6,0.9,85.0,10.0,,
2021-08-01 21:00:00,108,25.7,1.3,94.0,10.0,,
2021-08-01 21:00:00,112,25.5,2.1,86.0,10.0,,
2021-08-01 21:00:00,119,25.3,1.5,99.0,10.0,,
2021-08-01 21:00:00,133,25.0,1.6,97.0,10.0,,
2021-08-01 21:00:00,143,25.4,1.0,92.0,10.0,,
2021-08-01 21:00:00,146,25.2,1.7,93.0,10.0,,
2021-08-01 21:00:00,156,26.2,1.2,99.0,10.0,,
2021-08-01 21:00:00,159,28.7,3.4,76.0,7.0,,
2021-08-01 21:00:00,184,28.2,1.1,90.0,10.0,,
2021-08-01 22:00:00,105,28.1,1.1,87.0,10.0,,
2021-08-01 22:00:00,108,25.5,2.1,94.0,10.0,,
2021-08-01 22:00:00,112,25.2,1.6,87.0,10.0,,
2021-08-01 22:00:00,119,25.3,2.5,99.0,10.0,,
2021-08-01 22:00:00,133,25.0,1.4,97.0,10.0,,
2021-08-01 22:00:00,143,25.5,0.9,95.0,10.0,,
2021-08-01 22:00:00,146,25.2,1.0,93.0,10.0,,
2021-08-01 22:00:00,156,25.8,0.8,99.0,10.0,,
2021-08-01 22:00:00,159,28.6,4.6,76.0,7.0,,
2021-08-01 22:00:00,184,28.2,1.0,89.0,7.0,,
2021-08-01 23:00:00,105,27.8,0.9,87.0,10.0,,
2021-08-01 23:00:00,108,25.3,2.2,95.0,10.0,,
2021-08-01 23:00:00,112,25.2,2.4,88.0,10.0,,
2021-08-01 23:00:00,119,24.7,1.7,100.0,10.0,,
2021-08-01 23:00:00,133,25.1,0.5,97.0,9.0,,
2021-08-01 23:00:00,143,25.7,1.0,93.0,10.0,,
2021-08-01 23:00:00,146,24.8,2.7,95.0,10.0,,
2021-08-01 23:00:00,156,26.0,0.4,99.0,9.0,,
2021-08-01 23:00:00,159,28.3,3.7,76.0,6.0,,
2021-08-01 23:00:00,184,28.0,1.9,90.0,9.0,,
2021-08-02 00:00:00,105,27.5,0.2,87.0,8.0,,
2021-08-02 00:00:00,108,25.1,1.8,93.0,10.0,,
2021-08-02 00:00:00,112,24.9,3.4,88.0,10.0,,
2021-08-02 00:00:00,119,24.6,0.4,99.0,10.0,,
2021-08-02 00:00:00,133,25.1,0.7,97.0,9.0,,
2021-08-02 00:00:00,143,25.9,0.8,93.0,10.0,,
2021-08-02 00:00:00,146,24.9,1.4,94.0,10.0,,
2021-08-02 00:00:00,156,26.2,1.6,96.0,10.0,,
2021-08-02 00:00:00,159,27.7,2.6,82.0,2.0,,
2021-08-02 00:00:00,184,27.2,2.4,90.0,7.0,,
2021-08-02 01:00:00,105,27.2,0.3,89.0,7.0,,
2021-08-02 01:00:00,108,25.2,0.9,93.0,10.0,,
2021-08-02 01:00:00,112,24.6,3.7,87.0,10.0,,
2021-08-02 01:00:00,119,25.0,0.6,99.0,9.0,,
2021-08-02 01:00:00,133,25.1,0.9,97.0,8.0,,
2021-08-02 01:00:00,143,26.0,1.0,92.0,8.0,,
2021-08-02 01:00:00,146,24.9,2.0,93.0,7.0,,
2021-08-02 01:00:00,156,26.5,0.9,95.0,7.0,,
2021-08-02 01:00:00,159,27.6,2.8,83.0,3.0,,
2021-08-02 01:00:00,184,27.7,1.0,85.0,5.0,,
2021-08-02 02:00:00,105,27.0,0.7,89.0,9.0,,
2021-08-02 02:00:00,108,25.3,0.7,93.0,9.0,,
2021-08-02 02:00:00,112,24.6,3.3,86.0,10.0,,
2021-08-02 02:00:00,119,25.2,1.0,97.0,7.0,,
2021-08-02 02:00:00,133,24.8,1.0,97.0,5.0,,
2021-08-02 02:00:00,143,25.7,0.7,93.0,7.0,,
2021-08-02 02:00:00,146,24.9,1.2,92.0,9.0,,
2021-08-02 02:00:00,156,26.0,1.0,97.0,9.0,,
2021-08-02 02:00:00,159,27.5,0.9,85.0,9.0,,
2021-08-02 02:00:00,184,27.4,2.5,87.0,2.0,,
2021-08-02 03:00:00,105,27.0,1.1,88.0,10.0,,
2021-08-02 03:00:00,108,25.2,0.9,92.0,10.0,,
2021-08-02 03:00:00,112,24.7,3.4,85.0,9.0,,
2021-08-02 03:00:00,119,25.1,1.7,97.0,8.0,,
2021-08-02 03:00:00,133,24.9,0.6,97.0,8.0,,
2021-08-02 03:00:00,143,25.3,1.6,94.0,6.0,,
2021-08-02 03:00:00,146,25.7,0.7,88.0,4.0,,
2021-08-02 03:00:00,156,25.6,0.3,98.0,10.0,,
2021-08-02 03:00:00,159,27.7,3.1,82.0,8.0,,
2021-08-02 03:00:00,184,27.1,1.2,88.0,4.0,,
2021-08-02 04:00:00,105,26.7,0.9,89.0,10.0,,
2021-08-02 04:00:00,108,25.2,0.9,92.0,10.0,,
2021-08-02 04:00:00,112,24.7,2.3,86.0,10.0,,
2021-08-02 04:00:00,119,25.2,0.9,96.0,10.0,,
2021-08-02 04:00:00,133,24.8,0.5,97.0,8.0,,
2021-08-02 04:00:00,143,25.3,0.2,94.0,6.0,,
2021-08-02 04:00:00,146,25.3,1.1,91.0,7.0,,
2021-08-02 04:00:00,156,25.5,0.9,98.0,8.0,,
2021-08-02 04:00:00,159,27.3,1.9,82.0,7.0,,
2021-08-02 04:00:00,184,26.9,1.8,89.0,7.0,,
2021-08-02 05:00:00,105,26.6,0.7,89.0,10.0,,
2021-08-02 05:00:00,108,25.3,1.0,92.0,10.0,,
2021-08-02 05:00:00,112,24.8,2.0,86.0,10.0,,
2021-08-02 05:00:00,119,25.2,0.8,96.0,10.0,,
2021-08-02 05:00:00,133,24.9,0.6,97.0,8.0,,
2021-08-02 05:00:00,143,25.2,1.0,95.0,7.0,,
2021-08-02 05:00:00,146,25.6,0.0,89.0,8.0,,
2021-08-02 05:00:00,156,25.8,0.0,98.0,7.0,,
2021-08-02 05:00:00,159,27.1,2.7,83.0,3.0,,
2021-08-02 05:00:00,184,26.7,1.9,86.0,7.0,,
2021-08-02 06:00:00,105,26.5,0.6,90.0,9.0,0.0,0.0
2021-08-02 06:00:00,108,25.3,1.7,92.0,10.0,0.0,0.0
2021-08-02 06:00:00,112,24.8,2.2,85.0,10.0,0.0,0.0
2021-08-02 06:00:00,119,25.4,1.1,95.0,10.0,0.0,0.0
2021-08-02 06:00:00,133,25.0,0.6,97.0,9.0,0.0,0.0
2021-08-02 06:00:00,143,25.1,1.2,93.0,8.0,0.0,0.03
2021-08-02 06:00:00,146,25.6,0.2,89.0,9.0,0.0,0.01
2021-08-02 06:00:00,156,25.8,0.2,99.0,10.0,0.0,0.05
2021-08-02 06:00:00,159,26.8,1.8,86.0,3.0,0.0,0.01
2021-08-02 06:00:00,184,26.8,1.9,88.0,6.0,0.0,0.0
2021-08-02 07:00:00,105,26.5,0.8,89.0,8.0,0.0,0.23
2021-08-02 07:00:00,108,25.3,1.9,93.0,10.0,0.0,0.03
2021-08-02 07:00:00,112,24.8,2.5,84.0,10.0,0.0,0.1
2021-08-02 07:00:00,119,25.5,1.1,95.0,10.0,0.0,0.07
2021-08-02 07:00:00,133,25.6,0.3,97.0,10.0,0.0,0.22
2021-08-02 07:00:00,143,25.7,1.3,92.0,9.0,0.0,0.25
2021-08-02 07:00:00,146,25.3,0.9,92.0,10.0,0.0,0.07
2021-08-02 07:00:00,156,26.1,0.5,98.0,10.0,0.0,0.18
2021-08-02 07:00:00,159,27.8,0.7,89.0,4.0,0.1,0.26
2021-08-02 07:00:00,184,27.5,1.7,88.0,9.0,0.1,0.18
2021-08-02 08:00:00,105,27.8,0.5,87.0,8.0,0.2,0.85
2021-08-02 08:00:00,108,25.5,1.8,95.0,10.0,0.0,0.19
2021-08-02 08:00:00,112,25.1,3.0,83.0,10.0,0.0,0.19
2021-08-02 08:00:00,119,25.5,1.0,96.0,10.0,0.0,0.12
2021-08-02 08:00:00,133,26.8,0.8,95.0,10.0,0.3,0.76
2021-08-02 08:00:00,143,26.8,0.5,88.0,9.0,0.0,0.4
2021-08-02 08:00:00,146,26.1,0.0,90.0,10.0,0.0,0.35
2021-08-02 08:00:00,156,27.2,0.3,96.0,8.0,0.1,0.65
2021-08-02 08:00:00,159,29.0,4.3,82.0,6.0,0.9,1.13
2021-08-02 08:00:00,184,28.9,0.7,78.0,6.0,0.6,0.79
2021-08-02 09:00:00,105,29.4,1.8,83.0,9.0,0.4,1.34
2021-08-02 09:00:00,108,25.6,0.9,92.0,10.0,0.0,0.21
2021-08-02 09:00:00,112,25.3,2.9,77.0,10.0,0.0,0.41
2021-08-02 09:00:00,119,25.8,1.2,98.0,10.0,0.0,0.22
2021-08-02 09:00:00,133,25.6,0.7,97.0,10.0,0.0,0.23
2021-08-02 09:00:00,143,27.7,1.3,84.0,8.0,0.0,0.83
2021-08-02 09:00:00,146,26.1,1.2,92.0,10.0,0.0,0.74
2021-08-02 09:00:00,156,28.6,3.1,88.0,8.0,0.5,1.1
2021-08-02 09:00:00,159,30.0,3.3,75.0,6.0,0.7,1.72
2021-08-02 09:00:00,184,29.5,2.8,83.0,8.0,0.4,0.96
2021-08-02 10:00:00,105,30.1,1.1,77.0,9.0,0.0,1.08
2021-08-02 10:00:00,108,25.8,2.7,88.0,10.0,0.0,0.51
2021-08-02 10:00:00,112,25.5,2.3,71.0,10.0,0.0,0.67
2021-08-02 10:00:00,119,26.0,2.7,94.0,10.0,0.0,0.46
2021-08-02 10:00:00,133,25.4,0.7,97.0,10.0,0.0,0.25
2021-08-02 10:00:00,143,30.1,1.2,70.0,8.0,0.6,2.19
2021-08-02 10:00:00,146,23.9,2.3,96.0,10.0,0.0,0.25
2021-08-02 10:00:00,156,30.2,2.0,77.0,8.0,0.7,1.83
2021-08-02 10:00:00,159,30.6,3.5,75.0,7.0,0.7,1.91
2021-08-02 10:00:00,184,29.3,3.2,82.0,8.0,0.6,1.87
2021-08-02 11:00:00,105,32.3,1.8,65.0,8.0,0.5,2.18
2021-08-02 11:00:00,108,26.2,2.7,82.0,10.0,0.0,0.76
2021-08-02 11:00:00,112,25.8,3.2,70.0,10.0,0.0,0.83
2021-08-02 11:00:00,119,26.1,2.1,87.0,10.0,0.0,0.77
2021-08-02 11:00:00,133,24.9,1.8,97.0,10.0,0.0,0.06
2021-08-02 11:00:00,143,30.4,0.7,65.0,8.0,0.5,1.87
2021-08-02 11:00:00,146,24.5,0.2,92.0,10.0,0.0,0.66
2021-08-02 11:00:00,156,27.7,0.5,99.0,9.0,0.3,1.3
2021-08-02 11:00:00,159,30.7,4.7,74.0,3.0,1.0,3.03
2021-08-02 11:00:00,184,29.4,2.9,83.0,8.0,0.1,1.36
2021-08-02 12:00:00,105,34.3,2.9,61.0,7.0,1.0,3.26
2021-08-02 12:00:00,108,26.8,1.9,77.0,10.0,0.0,1.03
2021-08-02 12:00:00,112,25.7,2.6,70.0,10.0,0.0,0.93
2021-08-02 12:00:00,119,26.2,1.7,83.0,10.0,0.0,0.74
2021-08-02 12:00:00,133,25.7,0.6,97.0,10.0,0.0,0.74
2021-08-02 12:00:00,143,31.9,1.2,62.0,8.0,0.5,2.21
2021-08-02 12:00:00,146,25.6,1.2,89.0,10.0,0.0,0.65
2021-08-02 12:00:00,156,28.5,1.3,94.0,8.0,0.3,1.43
2021-08-02 12:00:00,159,32.0,4.2,70.0,4.0,1.0,3.38
2021-08-02 12:00:00,184,28.3,2.9,86.0,9.0,0.3,1.74
2021-08-02 13:00:00,105,34.2,2.0,58.0,7.0,1.0,3.11
2021-08-02 13:00:00,108,26.5,2.2,79.0,10.0,0.0,0.49
2021-08-02 13:00:00,112,26.1,3.4,72.0,9.0,0.2,1.19
2021-08-02 13:00:00,119,25.7,1.3,91.0,10.0,0.0,0.66
2021-08-02 13:00:00,133,25.6,1.7,97.0,10.0,0.0,0.63
2021-08-02 13:00:00,143,31.7,1.6,58.0,7.0,0.3,1.73
2021-08-02 13:00:00,146,26.3,1.0,90.0,10.0,0.0,0.71
2021-08-02 13:00:00,156,28.1,1.8,95.0,10.0,0.0,1.16
2021-08-02 13:00:00,159,30.9,3.9,71.0,7.0,1.0,2.82
2021-08-02 13:00:00,184,29.4,2.7,83.0,6.0,0.4,2.28
